Video_Id,Tittle,Description,Name,Comment,Comment_Id,Time,Likes,Reply_Count,Label,LengthComment,cleanTittle,cleanComment,countUrl,WhiteSpacenum,StopwordRatio,WorldDuplicateRatio,CountEmoji,CountNonAscii,CountUpperLetters
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Irongolem gaming,Apa pun coblosnya tetapi teh botol sosro,Ugw9mHGZ33qx-QPxQQl4AaABAg,2019-04-23 07:19:38,1,0,spam,7,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,apa coblosnya teh botol sosro,0,6,0.2857142857142857,0.025,0,0,1
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,COCOROBET,https://youtu.be/26sdCLuGLYk,UgyUsvM2Ur_fg9WpaT94AaABAg,2019-04-09 03:29:03,0,0,spam,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,https://youtu.be/26sdcluglyk,1,0,0.0,0.03571428571428571,0,0,5
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Allexa Xander,siapapun presidennya TEH BOTOL SOSRO minumanya👍,UgzXKDR4vYkGjp9gKIx4AaABAg,2019-04-09 12:31:43,0,0,spam,6,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,siapapun presidennya teh botol sosro minumanya👍,0,5,0.0,0.021739130434782608,1,1,13
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,7Vibes Lyrics,Top 5 anime fighting scene,UgwkPC34r3WLROCR8LN4AaABAg,2021-03-30 12:02:19,1,0,spam,5,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,top 5 anime fighting scene,0,4,0.0,0.038461538461538464,0,0,1
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Hobi Penting,"ijin numpang iklan gan


Malioboro Merupakan Tempat
Pariwisata di Kota Jogjakarta,Jogjakarta Menawarkan Keindahan Pariwisatanya
yang menjadi andalan Kota jogja karta,Bangi anda Yang Ingin Memiliki Hunian di
Jogjakarta Kami Menawarkan Green Tasneem Bangunjiwo,Terletak di Ringroad Selatan
Dekat Kampus UMY dan Hanya 20 Menit saja Ke Malioboro ,klik Url nya Jika
tertarik

https://www.youtube.com/watch?v=kxWUE15e1uQ&t=48s
Atau hubungi 085-640-570-773 Via WA",UgxumUAcg3A7QUQOBFZ4AaABAg,2019-04-17 05:21:10,0,0,spam,56,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,ijin numpang iklan gan malioboro merupakan tempat pariwisata kota jogjakartajogjakarta menawarkan keindahan pariwisatanya menjadi andalan kota jogja kartabangi memiliki hunian jogjakarta menawarkan green tasneem bangunjiwoterletak ringroad selatan dekat kampus umy 20 menit malioboro klik url nya tertarik https://www.youtube.com/watch?v=kxwue15e1uq&t=48s hubungi 085640570773 via wa,1,55,0.19642857142857142,0.0020019218449711723,0,0,44
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Yogi Coxs,Edotensi no jutsu,UgyYlUBHxBhTF8d00UR4AaABAg,2019-04-09 13:41:38,0,0,spam,3,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,edotensi no jutsu,0,2,0.0,0.058823529411764705,0,0,1
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,ADKS CHANNEL,Yuk cek channel punya saya siapa tau ada yg manfaat,UgwljdPWiiriVD0qrYd4AaABAg,2019-04-10 13:20:52,0,0,spam,10,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,yuk cek channel punya siapa tau yg manfaat,0,9,0.2,0.0196078431372549,0,0,1
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Art of Nami dita,"Lihat gambar ku juga kak, ditunggu ya di chanell kuu",Ugz0uPy3m_Im3eMwIV14AaABAg,2020-03-26 02:45:49,0,0,spam,10,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,lihat gambar ku kak ditunggu chanell kuu,0,9,0.3,0.0196078431372549,0,0,1
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,M A S R I S A,"Subscribe aku ya, nanti aku subscribe balik 😁🙏🏻",Ugy-LcFZNYHyCVu7wP14AaABAg,2020-03-08 19:12:45,0,0,spam,8,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,subscribe aku aku subscribe balik 😁🙏🏻,0,7,0.25,0.016611295681063124,2,3,1
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Zhara,Dari sini https://youtu.be/z1-n7jcriA0,Ugy4E02CnVAim9XZfF94AaABAg.8thoK-oTnL68ti0bUR64vg,2019-04-14 16:17:52,0,0,spam,3,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,sini https://youtu.be/z1-n7jcria0,1,2,0.3333333333333333,0.02631578947368421,0,0,2
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,MAWANG,siapa yang nongton ini 2019 ? kalo masih ada cek single lagu  si gueh hahahaa  https://www.youtube.com/watch?v=J4Th9ERgBhc,UgxzXueEO9FfuvvhTkp4AaABAg,2019-04-09 20:13:03,0,0,spam,16,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,siapa nongton 2019 kalo cek single lagu si gueh hahahaa https://www.youtube.com/watch?v=j4th9ergbhc,1,15,0.26666666666666666,0.00847457627118644,0,0,5
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,YADY CHANNEL,"JANGAN LUPA MAMPIR DICHANEL,GUA Gan,teman2,isi Vidionya lebih menarik dan bermanfaat ingsaallah..😊😊😊🙏🙏🙏🤩😍😎🤩",Ugw5zQ2cX7Uq_3eeq9l4AaABAg,2019-04-09 23:11:17,0,0,spam,11,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,jangan lupa mampir dichanelgua ganteman2isi vidionya lebih menarik bermanfaat ingsaallah😊😊😊🙏🙏🙏🤩😍😎🤩,0,10,0.09090909090909091,0.010869565217391304,10,10,29
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Abing Mekes,Susbcribe ke channel ku dong c:,Ugz6Zu7Xswrgk8FW5UN4AaABAg,2019-05-04 12:21:12,0,0,spam,6,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,susbcribe channel ku dong c,0,5,0.16666666666666666,0.03333333333333333,0,0,1
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,PANTI ASUHAN DAN PONPES BINA INSANI,"https://youtu.be/iS6KEjEukhE 


bismillah ini tidak kalah videonya juga",UgzRZfTIDThyMvIk2Hh4AaABAg,2019-04-18 07:56:50,0,0,spam,7,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,https://youtu.be/is6kejeukhe bismillah kalah videonya,1,6,0.42857142857142855,0.014705882352941176,0,0,5
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,R V N Musik,https://youtu.be/GdEC8r0baHw jangan di klik bahaya,UgwJdjixMwHWUrxuzI94AaABAg,2019-04-11 16:35:47,0,0,spam,5,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,https://youtu.be/gdec8r0bahw jangan klik bahaya,1,4,0.2,0.02,0,0,4
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Qazwsx AF,Nomor bpjs : 0001811711136,UgwPXbpZuWWx1kGEIMZ4AaABAg,2019-04-10 11:30:19,0,0,spam,4,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,nomor bpjs 0001811711136,0,3,0.0,0.041666666666666664,0,0,1
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,enjooyy,https://youtu.be/vCNO2OYVtr4,UgxMCjlzeGStOc5aV4F4AaABAg,2019-04-11 14:38:17,0,0,spam,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,https://youtu.be/vcno2oyvtr4,1,0,0.0,0.03571428571428571,0,0,6
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,muhajir channel,"Yang dukung jokowi 2 periode ..
Yuk saling subscribe ...sharing"" ilmu ...😇👍🔔",UgxF-IwTRDWk0HlW_-B4AaABAg,2019-04-09 22:38:46,0,0,spam,12,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,dukung jokowi 2 periode yuk saling subscribe sharing ilmu 😇👍🔔,0,11,0.09090909090909091,0.015873015873015872,3,3,2
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,GAMING AKBAR,Subs channel ku ada give away nanti aku subsback,UgzqU0xBIwpwyOHOAEN4AaABAg,2019-04-13 07:56:04,1,0,spam,9,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,subs channel ku give away aku subsback,0,8,0.2222222222222222,0.020833333333333332,0,0,1
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,bangjuntak 16,Subcribe dong channel gue,UgxhOieTYBb57pNoLsB4AaABAg,2019-04-27 03:49:37,0,0,spam,4,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,subcribe dong channel gue,0,3,0.0,0.04,0,0,1
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,SL Lcyklig,"Yess besok EXO comeback VIP jan lupa streaming ya.. 😊😊

*sekedar mengingatkan para iKONIC biar ga lupa...😊😊😊",UgxBsVeh6yoxrJ-7eRx4AaABAg,2019-04-11 13:26:52,2,3,spam,17,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,yess besok exo comeback vip jan lupa streaming 😊😊 sekedar mengingatkan ikonic biar ga lupa😊😊😊,0,16,0.11764705882352941,0.009765625,5,5,12
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,ARV.,https://youtu.be/3ik0c0z1eEc minta tolong like yaa makasii,UgyD_ivABES4HoNRGwh4AaABAg,2019-04-15 04:24:46,1,0,spam,6,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,https://youtu.be/3ik0c0z1eec minta like yaa makasii,1,5,0.16666666666666666,0.017241379310344827,0,0,1
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,andri RA,BAGUS VIDEONYA.. #save UAS https://youtu.be/JLOf272FL3g,UgzIV_JwgIK87Emg0ZR4AaABAg,2019-04-14 17:51:40,0,0,spam,5,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,bagus videonya #save uas https://youtu.be/jlof272fl3g,1,4,0.0,0.018867924528301886,0,0,21
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Hazlow,"Jangan lupa nonton video reaction saya epic rap battlez  
https://youtu.be/_K280coFYG4",Ugz1zNxN9i-2IDeNnhR4AaABAg,2019-05-10 18:07:29,0,0,spam,10,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,jangan lupa nonton video reaction epic rap battlez https://youtu.be/_k280cofyg4,1,9,0.1,0.011904761904761904,0,0,5
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Teddy Taufani,"Siapa yg merinding nonton ini video, like 😨",UgymWIjnqV3Z9JOVGkV4AaABAg,2019-04-10 08:49:44,1,0,legitimate,8,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,siapa yg merinding nonton video like 😨,0,7,0.125,0.024390243902439025,1,1,1
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Sheptiean Billy,"Assalamualaikum Sobat Miramar, mana suaranya:v",Ugzfrvrffjq5kAa0koB4AaABAg,2019-04-08 17:22:37,0,0,spam,5,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,assalamualaikum sobat miramar mana suaranyav,0,4,0.0,0.022727272727272728,0,0,3
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Romi Primanto,"Urus tu cebong 😂
Follow ig romiprimanto",Ugwrn7rQEFUGNmGc-vR4AaABAg,2019-04-11 23:08:54,0,0,spam,7,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,urus tu cebong 😂 follow ig romiprimanto,0,6,0.0,0.02631578947368421,1,1,2
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,P E N C U R Y  H A N D A L,Jangan lupa liat meme aku kawan,UgxQrSZm0iWcnJZHZ294AaABAg,2022-04-02 07:49:50,2,0,spam,6,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,jangan lupa liat meme aku kawan,0,5,0.0,0.03225806451612903,0,0,1
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Muhammad Sulthon,sultan bahlul jarhun fulus majnun,UgzULPV6cTo8x9lP3394AaABAg.8tVdvJBLyft8tvkToPy4W6,2019-04-20 00:17:30,1,0,spam,5,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,sultan bahlul jarhun fulus majnun,0,4,0.0,0.030303030303030304,0,0,0
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Musser Tiktokers,Up up Gasss 13Kg,UgwjH1L3cCxBQGMttIl4AaABAg,2019-04-09 23:49:57,1,0,spam,4,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,up up gasss 13kg,0,3,0.0,0.046875,0,0,3
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Jodi Online,pliss subscribe channl saya,UgydVOPVV3PCP6rHUSp4AaABAg,2019-04-09 08:41:28,1,0,spam,4,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,pliss subscribe channl,0,3,0.25,0.037037037037037035,0,0,0
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,namias punya,"Keren #trending1

Banyak warga indonesia yang belum mengetahuinya termasuk youtuber  https://youtu.be/70ntzBc2j0Y
😢",UgwT34D3jWxQ6_PKlAd4AaABAg,2019-04-09 14:22:28,0,0,spam,12,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,keren #trending1 banyak warga indonesia mengetahuinya termasuk youtuber https://youtu.be/70ntzbc2j0y 😢,1,11,0.16666666666666666,0.008928571428571428,1,1,4
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Latte L,Jgn lupa 12 April stream BTS!,UgzkYg87H9jryIOw8gF4AaABAg,2019-04-10 01:51:27,0,0,spam,6,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,jgn lupa 12 april stream bts,0,5,0.0,0.03571428571428571,0,0,5
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Rivaldo Rehatta,"Cek juga Epic Drawing Parbowo VS Jokowi dari gue ya
https://youtu.be/qJd7NAQbG-o",UgyBiYdRp8aMAh4QMwV4AaABAg,2019-04-08 14:37:51,0,0,spam,11,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,cek epic drawing parbowo vs jokowi gue https://youtu.be/qjd7naqbg-o,1,10,0.2727272727272727,0.0125,0,0,12
