Video_Id,Tittle,Description,Name,Comment,Comment_Id,Time,Likes,Reply_Count,Label,cleanComment,cleanDesc,cleanTittle,LengthSentence,countUrl,WhiteSpacenum,StopwordRatio,WorldDuplicateRatio,CountEmoji,CountNonAscii,CountUpperLetters,SimilarityTitle,SimilarityDesc
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Hobi Penting,"ijin numpang iklan gan


Malioboro Merupakan Tempat
Pariwisata di Kota Jogjakarta,Jogjakarta Menawarkan Keindahan Pariwisatanya
yang menjadi andalan Kota jogja karta,Bangi anda Yang Ingin Memiliki Hunian di
Jogjakarta Kami Menawarkan Green Tasneem Bangunjiwo,Terletak di Ringroad Selatan
Dekat Kampus UMY dan Hanya 20 Menit saja Ke Malioboro ,klik Url nya Jika
tertarik

https://www.youtube.com/watch?v=kxWUE15e1uQ&t=48s
Atau hubungi 085-640-570-773 Via WA",UgxumUAcg3A7QUQOBFZ4AaABAg,2019-04-17 05:21:10,0.0,0.0,spam,ijin numpang iklan gan malioboro merupakan tempat pariwisata di kota jogjakartajogjakarta menawarkan keindahan pariwisatanya yang menjadi andalan kota jogja kartabangi anda yang ingin memiliki hunian di jogjakarta kami menawarkan green tasneem bangunjiwoterletak di ringroad selatan dekat kampus umy dan hanya 20 menit saja ke malioboro klik url nya jika tertarik https://www.youtube.com/watch?v=kxwue15e1uq&t=48s atau hubungi 085640570773 via wa,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,0.0,0.0625,0.1724137931034483,0.19642857142857145,0.8928571428571429,0.0,0.0,0.1070559610705596,0.0,0.025
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Yogi Coxs,Edotensi no jutsu,UgyYlUBHxBhTF8d00UR4AaABAg,2019-04-09 13:41:38,0.0,0.0,spam,edotensi no jutsu,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,0.0,0.0,0.006269592476489028,0.0,1.0,0.0,0.0,0.0024330900243309003,0.0,0.0
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,ADKS CHANNEL,Yuk cek channel punya saya siapa tau ada yg manfaat,UgwljdPWiiriVD0qrYd4AaABAg,2019-04-10 13:20:52,0.0,0.0,spam,yuk cek channel punya saya siapa tau ada yg manfaat,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,0.0,0.0,0.02821316614420063,0.2,1.0,0.0,0.0,0.0024330900243309003,0.0,0.0625
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Art of Nami dita,"Lihat gambar ku juga kak, ditunggu ya di chanell kuu",Ugz0uPy3m_Im3eMwIV14AaABAg,2020-03-26 02:45:49,0.0,0.0,spam,lihat gambar ku juga kak ditunggu ya di chanell kuu,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,0.0,0.0,0.02821316614420063,0.3,1.0,0.0,0.0,0.0024330900243309003,0.0,0.0
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,M A S R I S A,"Subscribe aku ya, nanti aku subscribe balik 😁🙏🏻",Ugy-LcFZNYHyCVu7wP14AaABAg,2020-03-08 19:12:45,0.0,0.0,spam,subscribe aku ya nanti aku subscribe balik 😁🙏🏻,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,0.0,0.0,0.0219435736677116,0.25,0.7142857142857143,0.047619047619047616,0.07142857142857142,0.0024330900243309003,0.0,0.05
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Zhara,Dari sini https://youtu.be/z1-n7jcriA0,Ugy4E02CnVAim9XZfF94AaABAg.8thoK-oTnL68ti0bUR64vg,2019-04-14 16:17:52,0.0,0.0,spam,dari sini https://youtu.be/z1-n7jcria0,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,0.0,0.0625,0.006269592476489028,0.3333333333333333,1.0,0.0,0.0,0.004866180048661801,0.0,0.0
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,MAWANG,siapa yang nongton ini 2019 ? kalo masih ada cek single lagu  si gueh hahahaa  https://www.youtube.com/watch?v=J4Th9ERgBhc,UgxzXueEO9FfuvvhTkp4AaABAg,2019-04-09 20:13:03,0.0,0.0,spam,siapa yang nongton ini 2019 kalo masih ada cek single lagu si gueh hahahaa https://www.youtube.com/watch?v=j4th9ergbhc,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,0.058823529411764705,0.0625,0.047021943573667714,0.26666666666666666,1.0,0.0,0.0,0.012165450121654502,0.0,0.3333333333333333
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,YADY CHANNEL,"JANGAN LUPA MAMPIR DICHANEL,GUA Gan,teman2,isi Vidionya lebih menarik dan bermanfaat ingsaallah..😊😊😊🙏🙏🙏🤩😍😎🤩",Ugw5zQ2cX7Uq_3eeq9l4AaABAg,2019-04-09 23:11:17,0.0,0.0,spam,jangan lupa mampir dichanelgua ganteman2isi vidionya lebih menarik dan bermanfaat ingsaallah😊😊😊🙏🙏🙏🤩😍😎🤩,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,0.0,0.0,0.03134796238244514,0.09090909090909093,1.0,0.23809523809523808,0.23809523809523808,0.0705596107055961,0.0,0.07142857142857142
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Abing Mekes,Susbcribe ke channel ku dong c:,Ugz6Zu7Xswrgk8FW5UN4AaABAg,2019-05-04 12:21:12,0.0,0.0,spam,susbcribe ke channel ku dong c,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,0.0,0.0,0.01567398119122257,0.16666666666666666,1.0,0.0,0.0,0.0024330900243309003,0.0,0.0
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,PANTI ASUHAN DAN PONPES BINA INSANI,"https://youtu.be/iS6KEjEukhE 


bismillah ini tidak kalah videonya juga",UgzRZfTIDThyMvIk2Hh4AaABAg,2019-04-18 07:56:50,0.0,0.0,spam,https://youtu.be/is6kejeukhe bismillah ini tidak kalah videonya juga,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,0.0,0.0625,0.018808777429467086,0.42857142857142855,1.0,0.0,0.0,0.012165450121654502,0.0,0.0
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,R V N Musik,https://youtu.be/GdEC8r0baHw jangan di klik bahaya,UgwJdjixMwHWUrxuzI94AaABAg,2019-04-11 16:35:47,0.0,0.0,spam,https://youtu.be/gdec8r0bahw jangan di klik bahaya,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,0.0,0.0625,0.012539184952978056,0.2,1.0,0.0,0.0,0.009732360097323601,0.0,0.0
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Qazwsx AF,Nomor bpjs : 0001811711136,UgwPXbpZuWWx1kGEIMZ4AaABAg,2019-04-10 11:30:19,0.0,0.0,spam,nomor bpjs 0001811711136,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,0.0,0.0,0.009404388714733543,0.0,1.0,0.0,0.0,0.0024330900243309003,0.0,0.0
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,enjooyy,https://youtu.be/vCNO2OYVtr4,UgxMCjlzeGStOc5aV4F4AaABAg,2019-04-11 14:38:17,0.0,0.0,spam,https://youtu.be/vcno2oyvtr4,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,0.0,0.0625,0.0,0.0,1.0,0.0,0.0,0.014598540145985401,0.0,0.0
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,muhajir channel,"Yang dukung jokowi 2 periode ..
Yuk saling subscribe ...sharing"" ilmu ...😇👍🔔",UgxF-IwTRDWk0HlW_-B4AaABAg,2019-04-09 22:38:46,0.0,0.0,spam,yang dukung jokowi 2 periode yuk saling subscribe sharing ilmu 😇👍🔔,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,0.0,0.0,0.034482758620689655,0.09090909090909093,1.0,0.07142857142857142,0.07142857142857142,0.004866180048661801,0.1111111111111111,0.21428571428571427
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,GAMING AKBAR,Subs channel ku ada give away nanti aku subsback,UgzqU0xBIwpwyOHOAEN4AaABAg,2019-04-13 07:56:04,1.1491743182523357e-05,0.0,spam,subs channel ku ada give away nanti aku subsback,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,0.0,0.0,0.025078369905956112,0.2222222222222222,1.0,0.0,0.0,0.0024330900243309003,0.0,0.0
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,bangjuntak 16,Subcribe dong channel gue,UgxhOieTYBb57pNoLsB4AaABAg,2019-04-27 03:49:37,0.0,0.0,spam,subcribe dong channel gue,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,0.0,0.0,0.009404388714733543,0.0,1.0,0.0,0.0,0.0024330900243309003,0.0,0.0
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,SL Lcyklig,"Yess besok EXO comeback VIP jan lupa streaming ya.. 😊😊

*sekedar mengingatkan para iKONIC biar ga lupa...😊😊😊",UgxBsVeh6yoxrJ-7eRx4AaABAg,2019-04-11 13:26:52,2.2983486365046714e-05,0.006147540983606557,spam,yess besok exo comeback vip jan lupa streaming ya 😊😊 sekedar mengingatkan para ikonic biar ga lupa😊😊😊,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,0.0,0.0,0.050156739811912224,0.1176470588235294,0.9375,0.11904761904761904,0.11904761904761904,0.029197080291970802,0.0,0.5
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,ARV.,https://youtu.be/3ik0c0z1eEc minta tolong like yaa makasii,UgyD_ivABES4HoNRGwh4AaABAg,2019-04-15 04:24:46,1.1491743182523357e-05,0.0,spam,https://youtu.be/3ik0c0z1eec minta tolong like yaa makasii,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,0.0,0.0625,0.01567398119122257,0.16666666666666666,1.0,0.0,0.0,0.0024330900243309003,0.0,0.0
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,andri RA,BAGUS VIDEONYA.. #save UAS https://youtu.be/JLOf272FL3g,UgzIV_JwgIK87Emg0ZR4AaABAg,2019-04-14 17:51:40,0.0,0.0,spam,bagus videonya #save uas https://youtu.be/jlof272fl3g,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,0.0,0.0625,0.012539184952978056,0.0,1.0,0.0,0.0,0.051094890510948905,0.0,0.0
