Video_Id,Tittle,Name,Comment,Comment_Id,Time,Likes,Reply_Count,Label,Length_Comment,cleaned_title,cleaned_comment_1,cleaned_comment_2,cleaned_comment_3,Count_Url,Url_Ratio,Number_White_Space,World_Duplicate_Ratio,Count_Emoji,Count_non_ascii,Count_upper_letters
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,Zhara,Dari sini https://youtu.be/z1-n7jcriA0,Ugy4E02CnVAim9XZfF94AaABAg.8thoK-oTnL68ti0bUR64vg,2019-04-14 16:17:52,0,0,spam,38,SkinnyIndonesian24   Prabowo VS Jokowi - Epic Rap Battles Of Presidency,dari,https youtu.be/z1-n7jcria0,,1,0.7368421052631579,2,0.08333333333333333,0,0,2
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,MAWANG,siapa yang nongton ini 2019 ? kalo masih ada cek single lagu  si gueh hahahaa  https://www.youtube.com/watch?v=J4Th9ERgBhc,UgxzXueEO9FfuvvhTkp4AaABAg,2019-04-09 20:13:03,0,0,spam,122,SkinnyIndonesian24   Prabowo VS Jokowi - Epic Rap Battles Of Presidency,siapa yang nongton 2019 masih ada cek single lagu saya hahahaa,siapa nongton 2019 cek single lagu saya hahahaa https www.youtube.com/watch v=j4th9ergbhc,siapa nongton cek single lagu saya hahahaa,1,0.3524590163934426,15,0.1523809523809524,0,0,5
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,YADY CHANNEL,"JANGAN LUPA MAMPIR DICHANEL,GUA Gan,teman2,isi Vidionya lebih menarik dan bermanfaat ingsaallah..😊😊😊🙏🙏🙏🤩😍😎🤩",Ugw5zQ2cX7Uq_3eeq9l4AaABAg,2019-04-09 23:11:17,0,0,spam,107,SkinnyIndonesian24   Prabowo VS Jokowi - Epic Rap Battles Of Presidency,jangan lupa mampir dichannel saya gan teman2 isi videonya lebih menarik bermanfaat insya allah 😊😊😊🙏🙏🙏🤩😍😎🤩,jangan lupa mampir dichanelgua ganteman2isi videonya lebih menarik bermanfaat insya allah,jangan lupa mampir dichannel saya gan teman isi videonya lebih menarik bermanfaat insya allah,0,0.0,10,0.1134020618556701,10,10,29
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,Abing Mekes,Susbcribe ke channel ku dong c:,Ugz6Zu7Xswrgk8FW5UN4AaABAg,2019-05-04 12:21:12,0,0,spam,31,SkinnyIndonesian24   Prabowo VS Jokowi - Epic Rap Battles Of Presidency,susbcribe channel aku c,susbcribe channel aku,susbcribe channel aku c,0,0.0,5,0.23076923076923078,0,0,1
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,PANTI ASUHAN DAN PONPES BINA INSANI,"https://youtu.be/iS6KEjEukhE 


bismillah ini tidak kalah videonya juga",UgzRZfTIDThyMvIk2Hh4AaABAg,2019-04-18 07:56:50,0,0,spam,71,SkinnyIndonesian24   Prabowo VS Jokowi - Epic Rap Battles Of Presidency,bismillah tidak kalah videonya juga,https youtu.be/is6kejeukhe bismillah kalah videonya,bismillah kalah videonya,1,0.39436619718309857,6,0.11290322580645161,0,0,5
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,Gittjoji,#JUSTICEFORAUDREY,UgzVVDawIqS4vNKVa2N4AaABAg,2019-04-09 19:18:29,0,0,spam,17,SkinnyIndonesian24   Prabowo VS Jokowi - Epic Rap Battles Of Presidency,justiceforaudrey,justiceforaudrey,justiceforaudrey,0,0.0,0,0.058823529411764705,0,0,16
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,R V N Musik,https://youtu.be/GdEC8r0baHw jangan di klik bahaya,UgwJdjixMwHWUrxuzI94AaABAg,2019-04-11 16:35:47,0,0,spam,50,SkinnyIndonesian24   Prabowo VS Jokowi - Epic Rap Battles Of Presidency,jangan bahaya,https youtu.be/gdec8r0bahw jangan bahaya,jangan bahaya,1,0.56,4,0.10869565217391304,0,0,4
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,Qazwsx AF,Nomor bpjs : 0001811711136,UgwPXbpZuWWx1kGEIMZ4AaABAg,2019-04-10 11:30:19,0,0,spam,26,SkinnyIndonesian24   Prabowo VS Jokowi - Epic Rap Battles Of Presidency,nomor bpjs 0001811711136,nomor bpjs 0001811711136,nomor bpjs,0,0.0,3,0.17391304347826086,0,0,1
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,enjooyy,https://youtu.be/vCNO2OYVtr4,UgxMCjlzeGStOc5aV4F4AaABAg,2019-04-11 14:38:17,0,0,spam,28,SkinnyIndonesian24   Prabowo VS Jokowi - Epic Rap Battles Of Presidency,,https youtu.be/vcno2oyvtr4,,1,1.0,0,0.03571428571428571,0,0,6
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,muhajir channel,"Yang dukung jokowi 2 periode ..
Yuk saling subscribe ...sharing"" ilmu ...😇👍🔔",UgxF-IwTRDWk0HlW_-B4AaABAg,2019-04-09 22:38:46,0,0,spam,76,SkinnyIndonesian24   Prabowo VS Jokowi - Epic Rap Battles Of Presidency,yang dukung jokowi 2 periode ayok subscribe membagikan ilmu 😇👍🔔,dukung jokowi 2 periode ayok subscribe membagikan ilmu,dukung jokowi periode ayok subscribe membagikan ilmu,0,0.0,11,0.18461538461538463,3,3,2
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,GAMING AKBAR,Subs channel ku ada give away nanti aku subsback,UgzqU0xBIwpwyOHOAEN4AaABAg,2019-04-13 07:56:04,1,0,spam,48,SkinnyIndonesian24   Prabowo VS Jokowi - Epic Rap Battles Of Presidency,subscribe channel aku ada aku subscribe,subscribe channel aku aku subscribe,subscribe channel aku aku subscribe,0,0.0,8,0.225,0,0,1
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,bangjuntak 16,Subcribe dong channel gue,UgxhOieTYBb57pNoLsB4AaABAg,2019-04-27 03:49:37,0,0,spam,25,SkinnyIndonesian24   Prabowo VS Jokowi - Epic Rap Battles Of Presidency,subscribe channel saya,subscribe channel saya,subscribe channel saya,0,0.0,3,0.18181818181818182,0,0,1
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SL Lcyklig,"Yess besok EXO comeback VIP jan lupa streaming ya.. 😊😊

*sekedar mengingatkan para iKONIC biar ga lupa...😊😊😊",UgxBsVeh6yoxrJ-7eRx4AaABAg,2019-04-11 13:26:52,2,3,spam,108,SkinnyIndonesian24   Prabowo VS Jokowi - Epic Rap Battles Of Presidency,iya besok exo comeback vip jangan lupa streaming ya 😊😊 sekedar mengingatkan ikonic agar tidak lupa 😊😊😊,iya besok exo comeback vip jangan lupa streaming sekedar mengingatkan ikonic agar tidak lupa,iya besok exo comeback vip jangan lupa streaming ya sekedar mengingatkan ikonic agar tidak lupa,0,0.0,16,0.18681318681318682,5,5,12
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,ARV.,https://youtu.be/3ik0c0z1eEc minta tolong like yaa makasii,UgyD_ivABES4HoNRGwh4AaABAg,2019-04-15 04:24:46,1,0,spam,58,SkinnyIndonesian24   Prabowo VS Jokowi - Epic Rap Battles Of Presidency,minta tolong terima kasih,https youtu.be/3ik0c0z1eec minta terima kasih,minta terima kasih,1,0.4827586206896552,5,0.11320754716981132,0,0,1
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,andri RA,BAGUS VIDEONYA.. #save UAS https://youtu.be/JLOf272FL3g,UgzIV_JwgIK87Emg0ZR4AaABAg,2019-04-14 17:51:40,0,0,spam,55,SkinnyIndonesian24   Prabowo VS Jokowi - Epic Rap Battles Of Presidency,bagus videonya save uas,bagus videonya save uas https youtu.be/jlof272fl3g,bagus videonya save uas,1,0.509090909090909,4,0.09803921568627451,0,0,21
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,Hazlow,"Jangan lupa nonton video reaction saya epic rap battlez  
https://youtu.be/_K280coFYG4",Ugz1zNxN9i-2IDeNnhR4AaABAg,2019-05-10 18:07:29,0,0,spam,86,SkinnyIndonesian24   Prabowo VS Jokowi - Epic Rap Battles Of Presidency,jangan lupa nonton video reaction saya epik rap battle,jangan lupa nonton video reaction epik rap battle https youtu.be/_k280cofyg4,jangan lupa nonton video reaction epik rap battle,1,0.32558139534883723,9,0.13333333333333333,0,0,5
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,Teddy Taufani,"Siapa yg merinding nonton ini video, like 😨",UgymWIjnqV3Z9JOVGkV4AaABAg,2019-04-10 08:49:44,1,0,legitimate,43,SkinnyIndonesian24   Prabowo VS Jokowi - Epic Rap Battles Of Presidency,siapa merinding nonton video 😨,siapa merinding nonton video,siapa merinding nonton video,0,0.0,7,0.2222222222222222,1,1,1
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,Sheptiean Billy,"Assalamualaikum Sobat Miramar, mana suaranya:v",Ugzfrvrffjq5kAa0koB4AaABAg,2019-04-08 17:22:37,0,0,spam,46,SkinnyIndonesian24   Prabowo VS Jokowi - Epic Rap Battles Of Presidency,assalamualaikum teman miramar mana suaranya v,assalamualaikum teman miramar mana suaranyav,assalamualaikum teman miramar mana suaranya v,0,0.0,4,0.11904761904761904,0,0,3
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,Romi Primanto,"Urus tu cebong 😂
Follow ig romiprimanto",Ugwrn7rQEFUGNmGc-vR4AaABAg,2019-04-11 23:08:54,0,0,spam,39,SkinnyIndonesian24   Prabowo VS Jokowi - Epic Rap Battles Of Presidency,mengurus cebong 😂 follow instagram romiprimanto,mengurus cebong follow instagram romiprimanto,mengurus cebong follow instagram romiprimanto,0,0.0,6,0.21212121212121213,1,1,2
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,P E N C U R Y  H A N D A L,Jangan lupa liat meme aku kawan,UgxQrSZm0iWcnJZHZ294AaABAg,2022-04-02 07:49:50,2,0,spam,31,SkinnyIndonesian24   Prabowo VS Jokowi - Epic Rap Battles Of Presidency,jangan lupa lihat meme aku kawan,jangan lupa lihat meme aku kawan,jangan lupa lihat meme aku kawan,0,0.0,5,0.23076923076923078,0,0,1
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,Muhammad Sulthon,sultan bahlul jarhun fulus majnun,UgzULPV6cTo8x9lP3394AaABAg.8tVdvJBLyft8tvkToPy4W6,2019-04-20 00:17:30,1,0,spam,33,SkinnyIndonesian24   Prabowo VS Jokowi - Epic Rap Battles Of Presidency,sultan bahlul jarhun fulus majnun,sultan bahlul jarhun fulus majnun,sultan bahlul jarhun fulus majnun,0,0.0,4,0.1724137931034483,0,0,0
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,Musser Tiktokers,Up up Gasss 13Kg,UgwjH1L3cCxBQGMttIl4AaABAg,2019-04-09 23:49:57,1,0,spam,16,SkinnyIndonesian24   Prabowo VS Jokowi - Epic Rap Battles Of Presidency,lanjut 13kg,lanjut 13kg,lanjut,0,0.0,3,0.3076923076923077,0,0,3
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,Jodi Online,pliss subscribe channl saya,UgydVOPVV3PCP6rHUSp4AaABAg,2019-04-09 08:41:28,1,0,spam,27,SkinnyIndonesian24   Prabowo VS Jokowi - Epic Rap Battles Of Presidency,please subscribe channel saya,please subscribe channel,please subscribe channel,0,0.0,3,0.16666666666666666,0,0,0
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,namias punya,"Keren #trending1

Banyak warga indonesia yang belum mengetahuinya termasuk youtuber  https://youtu.be/70ntzBc2j0Y
😢",UgwT34D3jWxQ6_PKlAd4AaABAg,2019-04-09 14:22:28,0,0,spam,115,SkinnyIndonesian24   Prabowo VS Jokowi - Epic Rap Battles Of Presidency,keren trending1 banyak warga indonesia yang belum mengetahuinya termasuk youtuber 😢,keren trending1 banyak warga indonesia mengetahuinya termasuk youtuber https youtu.be/70ntzbc2j0y,keren trending banyak warga indonesia mengetahuinya termasuk youtuber,1,0.24347826086956523,11,0.11764705882352941,1,1,4
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,Latte L,Jgn lupa 12 April stream BTS!,UgzkYg87H9jryIOw8gF4AaABAg,2019-04-10 01:51:27,0,0,spam,29,SkinnyIndonesian24   Prabowo VS Jokowi - Epic Rap Battles Of Presidency,jangan lupa 12 april stream bts,jangan lupa 12 april stream bts,jangan lupa april stream bts,0,0.0,5,0.25,0,0,5
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,Rivaldo Rehatta,"Cek juga Epic Drawing Parbowo VS Jokowi dari gue ya
https://youtu.be/qJd7NAQbG-o",UgyBiYdRp8aMAh4QMwV4AaABAg,2019-04-08 14:37:51,0,0,spam,80,SkinnyIndonesian24   Prabowo VS Jokowi - Epic Rap Battles Of Presidency,cek juga epik drawing parbowo jokowi dari saya,cek epik drawing parbowo jokowi saya https youtu.be/qjd7naqbg-o,cek epik drawing parbowo jokowi saya,1,0.35,10,0.15714285714285714,0,0,12
