Video_Id,Tittle,Description,Name,Comment,Comment_Id,Time,Likes,Reply_Count,Label,cleanTittle,cleanComment,cleanDesc,LengthSentence,CommentLength,countUrl,WhiteSpacenum,StopwordRatio,WorldDuplicateRatio,CountEmoji,CountNonAscii,CountUpperLetters,SimilarityTitle,SimilarityDesc,LenComment,NameLen,UrlRatio,LexicalRichness,LexicalDensity,CommentRandomness,NameRandomness
1,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,cikarang baru,"bangsat, kenapa video begini bisa kalah sama video kpop? BANGSAAATTTTT",1908,2019-04-09 10:19:18,34,3,0,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,bangsat kenapa video begini bisa kalah sama video kpop bangsaaattttt,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,2,10,0,9,0.2,0.9,0,0,13,0.0,0.0,70,13,0.0,90.0,50.0,0.0551845731766415,0.2446794605542647
1,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,LEGOX MEDIA,Bantu subscribe channel saya ya teman teman,355,2020-08-12 21:50:32,0,0,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,bantu subscribe channel saya ya teman teman,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,1,7,0,6,0.2857142857142857,0.8571428571428571,0,0,1,0.0,0.0,43,11,0.0,85.71428571428571,85.71428571428571,0.0845288382977462,0.297964857892647
1,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Badrian,"Klik link vidio test renang tni/polri agar bisa menjadi seperi bapak prabowo

https://youtu.be/PolOZVDdrRY",387,2019-04-15 08:08:38,5,0,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,klik link vidio test renang tnipolri agar bisa menjadi seperi bapak prabowo https://youtu.be/polozvddrry,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,1,13,1,12,0.1538461538461538,1.0,0,0,8,0.2,0.2,106,7,0.2641509433962264,100.0,46.15384615384615,0.0417067338911475,0.3602343766204741
1,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Otsisuki Hikari,judul backsound nya paan sih,2048,2019-04-24 19:18:08,0,0,0,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,judul backsound nya paan sih,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,1,5,0,4,0.0,1.0,0,0,0,0.0,0.0,28,15,0.0,100.0,80.0,0.1340512280781708,0.2071260397072345
1,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Garis Lurus,#JusticeForAudrey,705,2019-04-10 11:06:30,0,0,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,justiceforaudrey,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,1,1,0,0,0.0,1.0,0,0,3,0.0,0.0,17,11,0.0,100.0,0.0,0.2265625,0.2649070066529775
1,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Suka Piknik,"Mantul.. 
Mampir dulu donk Di channel Saya. 
Yg sub channel Saya Semoga lancar rejekinya. 
Pasti Saya sub blk",687,2019-04-09 13:33:33,0,0,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,mantul mampir dulu donk di channel saya yg sub channel saya semoga lancar rejekinya pasti saya sub blk,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,3,18,0,17,0.1666666666666666,0.7777777777777778,0,0,9,0.0,0.0,109,11,0.0,77.77777777777779,77.77777777777779,0.0392860956605969,0.2586682669656761
1,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Gugun Gondrong,https://youtu.be/WDO3Rbl-QqQ,613,2019-04-11 01:38:43,0,0,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,https://youtu.be/wdo3rbl-qqq,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,1,1,1,0,0.0,1.0,0,0,6,0.0,0.0,28,14,1.0,100.0,0.0,0.145843463407044,0.2068779663604234
1,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Erikwijayanto Wijayanto,Maret 2020 hadir,1189,2020-03-19 03:17:06,0,0,0,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,maret 2020 hadir,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,1,3,0,2,0.0,1.0,0,0,1,0.0,0.0,16,23,0.0,100.0,66.66666666666666,0.2109375,0.1536616965730583
1,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Imam Subkhan,Review dan reaction video ini paling berani: https://www.youtube.com/watch?v=6q_Jny2gkH4&feature=youtu.be,1617,2019-04-15 16:12:50,1,0,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,review dan reaction video ini paling berani https://www.youtube.com/watch?v=6q_jny2gkh4&feature=youtu.be,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,1,8,1,7,0.25,1.0,0,0,3,0.0,0.1,105,12,0.5714285714285714,100.0,50.0,0.0456942740720575,0.2709690972823185
1,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Gus Dimyathi,"Masih yaqin dengan pilihan Capres anda ?

Coba tonton Film Dokumenter berikut ini :


https://m.youtube.com/watch?v=ymBcjC_TEdg",2879,2019-04-17 05:25:37,11,2,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,masih yaqin dengan pilihan capres anda coba tonton film dokumenter berikut ini https://m.youtube.com/watch?v=ymbcjc_tedg,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,2,13,1,14,0.3076923076923077,1.0,0,0,9,0.0,0.0,127,12,0.3228346456692913,100.0,69.23076923076923,0.0379350069060572,0.2848579861712074
1,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,YA,"Silahkan pilih pilihan dari hati anda ditps yang terdaftar, siapapun yang jadi yang penting dia bisa membuat negara ini maju. Silahkan berkomentar namun yang positif, terima kasih.",2097,2019-04-09 12:47:56,0,0,0,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,silahkan pilih pilihan dari hati anda ditps yang terdaftar siapapun yang jadi yang penting dia bisa membuat negara ini maju silahkan berkomentar namun yang positif terima kasih,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,2,27,0,26,0.2592592592592592,0.8518518518518519,0,0,2,0.0,0.0909090909090909,180,2,0.0,85.18518518518519,55.55555555555556,0.0223939431218708,0.5
1,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Handy channel,#justiceforaudrey,947,2019-04-11 03:18:22,1,0,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,justiceforaudrey,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,1,1,0,0,0.0,1.0,0,0,0,0.0,0.0,17,13,0.0,100.0,0.0,0.2265625,0.2446794605542647
1,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,WARKO Official,"Ijin share Real Drum Pemula, Ariel ft Nidji - Mungkin Nanti versi Jepang

 https://youtu.be/ejvo3XuQYS0
Like komen share subscribe 🙏",2877,2019-04-13 11:31:51,0,0,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,ijin share real drum pemula ariel ft nidji mungkin nanti versi jepang https://youtu.be/ejvo3xuqys0 like komen share subscribe 🙏,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,1,18,1,18,0.0555555555555555,0.9411764705882352,1,1,14,0.0,0.5,132,14,0.2121212121212121,94.44444444444444,27.77777777777778,0.0351597961842799,0.2413416781061554
1,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Muhammad Agung,Siapa yang setuju prabowo jadi presiden ;yang setuju like;,932,2019-04-13 23:01:30,1,0,0,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,siapa yang setuju prabowo jadi presiden yang setuju like,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,1,9,0,8,0.1111111111111111,0.7777777777777778,0,0,1,1.0,0.3333333333333333,58,14,0.0,77.77777777777779,55.55555555555556,0.0713736599649144,0.2311375964735023
1,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Rayhanhan Gaming,Asli parah keren betul nih👍,1751,2019-04-09 13:54:52,0,0,0,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,asli parah keren betul nih👍,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,1,5,0,4,0.0,1.0,1,1,1,0.0,0.0,27,16,0.0,100.0,80.0,0.1383706276462095,0.1923637206946739
1,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Fernando Aruan,Ternyata ada juga rap battle indo yg bagus.. sklian ajk eminem bang.. 😁😁😁,1831,2019-04-09 22:33:02,24,0,0,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,ternyata ada juga rap battle indo yg bagus sklian ajk eminem bang 😁😁😁,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,1,13,0,12,0.1538461538461538,1.0,3,3,1,0.2,0.2,73,14,0.0,86.66666666666667,30.76923076923077,0.0572443996477845,0.2272861296257295
1,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,B' SQUAD,"Mohon bantuannya yaa. Aku lagi ikutan buat video. Caranya gampaang banget :
1. Buka https://youtu.be/TC5ZYazRZQI
2. Klik tombol 👍(like) & subscribe di video youtubenya!
3. Bantu juga share broadcast ini ke grup line/wa/ personal teman

Terima Kasih banyakkk",1451,2019-04-11 05:10:16,0,0,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,mohon bantuannya yaa aku lagi ikutan buat video caranya gampaang banget 1 buka https://youtu.be/tc5zyazrzqi 2 klik tombol 👍like subscribe di video youtubenya 3 bantu juga share broadcast ini ke grup linewa personal teman terima kasih banyakkk,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,7,36,1,37,0.1388888888888889,0.9722222222222222,1,1,16,0.0,0.0,257,8,0.1089494163424124,97.2972972972973,58.333333333333336,0.017993240797719,0.375
1,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Arya Wijaya,"Aplikasi penghasil pulsa terlegit 5000  point dapat 200 ribu pulsa cuma selesaikan quest
https://id.yougov.com/refer/lQT1AgjUjfhTW6wejCbqEQ/
Klik sekarang jika ingin dapat pulsa gratis",1310,2019-04-16 03:35:17,9,0,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,aplikasi penghasil pulsa terlegit 5000 point dapat 200 ribu pulsa cuma selesaikan quest https://id.yougov.com/refer/lqt1agjujfhtw6wejcbqeq/ klik sekarang jika ingin dapat pulsa gratis,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,1,21,1,20,0.1428571428571428,0.8571428571428571,0,0,11,0.0,0.0,184,11,0.2771739130434782,85.71428571428571,61.90476190476191,0.0248704200120247,0.2586682669656761
1,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Anisa nddp,"kok banyak yg dislike ya..?
ada yg bisa jawab..??
Kalau ad bisa jawab,Follow IG Saya..😊
IG @Aynadapdap",2895,2019-04-10 12:15:30,0,0,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,kok banyak yg dislike ya ada yg bisa jawab kalau ad bisa jawabfollow ig saya😊 ig @aynadapdap,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,3,17,0,16,0.1764705882352941,0.8235294117647058,1,1,8,0.0,0.0,102,10,0.0,83.33333333333334,41.17647058823529,0.0406865420159743,0.2921928094887362
1,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Bobby Abdiawan,"Keren!! tp suwe emang bawaanya selalu pgn ketawa kalo liat coki muslim 😂😂, selamat memilih teman2!",2222,2019-04-09 16:04:58,0,0,0,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,keren tp suwe emang bawaanya selalu pgn ketawa kalo liat coki muslim 😂😂 selamat memilih teman2,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,2,16,0,15,0.0,1.0,2,2,1,0.0,0.5,98,14,0.0,94.11764705882352,81.25,0.0422421102804788,0.2374902112583826
1,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Shinta Wati,https://youtu.be/OFdjHZNm83o,288,2019-04-10 11:34:25,0,0,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,https://youtu.be/ofdjhznm83o,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,1,1,1,0,0.0,1.0,0,0,5,0.0,0.0,28,11,1.0,100.0,0.0,0.1483944838152072,0.2649070066529775
1,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,jjeniaツ,@Guruh abimanyu sama Njirr :V,1551,2020-06-14 05:13:58,3,0,0,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,@guruh abimanyu sama njirr v,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,1,5,0,4,0.0,1.0,0,0,3,0.0,0.0,29,7,0.0,100.0,40.0,0.1315002076700076,0.3602343766204741
1,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,DullPerfectforbes -Youtube roblox gaming channel.,JOKOWI,2844,2019-04-20 13:59:03,0,0,0,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,jokowi,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,1,1,0,0,0.0,1.0,0,0,6,0.1111111111111111,0.0588235294117647,6,49,0.0,100.0,100.0,0.3752715278979704,0.0876683014904433
1,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Rata AMV,"JANGAN PENCET BACA SELENGKAPNYA!



BUAT YANG SD/SMP/SMA SILAHKAN
SUBSCRIBE CHANNEL SAYA 😀

(SAYA DOAIN) BUAT YANG LAGI UJIAN BIAR LULUS DAPET NILAI 90+! 

AMIN 😇🙏


MAKASIH YANG UDH SUBSCRIBE 😇

(GAK MAKSA LOH😋)",775,2019-04-17 00:19:01,2,0,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,jangan pencet baca selengkapnya buat yang sdsmpsma silahkan subscribe channel saya 😀 saya doain buat yang lagi ujian biar lulus dapet nilai 90 amin 😇🙏 makasih yang udh subscribe 😇 gak maksa loh😋,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,3,33,0,32,0.0909090909090909,0.8333333333333334,5,5,155,0.0,0.1176470588235294,212,8,0.0,82.85714285714286,66.66666666666666,0.0212160755993124,0.34375
1,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Neng Ita,😂😂,430,2019-04-16 09:12:02,0,0,0,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,😂😂,skinnyindonesian24 andovi da lopez sebagai jokowi dan jovial da lopez sebagai prabowo hidup indonesia siapa yang ,1,1,0,0,0.0,0.0,2,2,0,0.0,0.0588235294117647,2,8,0.0,50.0,100.0,-0.0,0.375
