Video_Id,Tittle,Description,Name,Comment,Comment_Id,Time,Likes,Reply_Count,Label
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,YADY CHANNEL,"JANGAN LUPA MAMPIR DICHANEL,GUA Gan,teman2,isi Vidionya lebih menarik dan bermanfaat ingsaallah..😊😊😊🙏🙏🙏🤩😍😎🤩",Ugw5zQ2cX7Uq_3eeq9l4AaABAg,2019-04-09 23:11:17,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Abing Mekes,Susbcribe ke channel ku dong c:,Ugz6Zu7Xswrgk8FW5UN4AaABAg,2019-05-04 12:21:12,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,PANTI ASUHAN DAN PONPES BINA INSANI,"https://youtu.be/iS6KEjEukhE 


bismillah ini tidak kalah videonya juga",UgzRZfTIDThyMvIk2Hh4AaABAg,2019-04-18 07:56:50,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Gittjoji,#JUSTICEFORAUDREY,UgzVVDawIqS4vNKVa2N4AaABAg,2019-04-09 19:18:29,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,R V N Musik,https://youtu.be/GdEC8r0baHw jangan di klik bahaya,UgwJdjixMwHWUrxuzI94AaABAg,2019-04-11 16:35:47,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Qazwsx AF,Nomor bpjs : 0001811711136,UgwPXbpZuWWx1kGEIMZ4AaABAg,2019-04-10 11:30:19,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,enjooyy,https://youtu.be/vCNO2OYVtr4,UgxMCjlzeGStOc5aV4F4AaABAg,2019-04-11 14:38:17,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,muhajir channel,"Yang dukung jokowi 2 periode ..
Yuk saling subscribe ...sharing"" ilmu ...😇👍🔔",UgxF-IwTRDWk0HlW_-B4AaABAg,2019-04-09 22:38:46,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,GAMING AKBAR,Subs channel ku ada give away nanti aku subsback,UgzqU0xBIwpwyOHOAEN4AaABAg,2019-04-13 07:56:04,1,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,bangjuntak 16,Subcribe dong channel gue,UgxhOieTYBb57pNoLsB4AaABAg,2019-04-27 03:49:37,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,SL Lcyklig,"Yess besok EXO comeback VIP jan lupa streaming ya.. 😊😊

*sekedar mengingatkan para iKONIC biar ga lupa...😊😊😊",UgxBsVeh6yoxrJ-7eRx4AaABAg,2019-04-11 13:26:52,2,3,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,ARV.,https://youtu.be/3ik0c0z1eEc minta tolong like yaa makasii,UgyD_ivABES4HoNRGwh4AaABAg,2019-04-15 04:24:46,1,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,andri RA,BAGUS VIDEONYA.. #save UAS https://youtu.be/JLOf272FL3g,UgzIV_JwgIK87Emg0ZR4AaABAg,2019-04-14 17:51:40,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Hazlow,"Jangan lupa nonton video reaction saya epic rap battlez  
https://youtu.be/_K280coFYG4",Ugz1zNxN9i-2IDeNnhR4AaABAg,2019-05-10 18:07:29,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Teddy Taufani,"Siapa yg merinding nonton ini video, like 😨",UgymWIjnqV3Z9JOVGkV4AaABAg,2019-04-10 08:49:44,1,0,legitimate
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Sheptiean Billy,"Assalamualaikum Sobat Miramar, mana suaranya:v",Ugzfrvrffjq5kAa0koB4AaABAg,2019-04-08 17:22:37,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Romi Primanto,"Urus tu cebong 😂
Follow ig romiprimanto",Ugwrn7rQEFUGNmGc-vR4AaABAg,2019-04-11 23:08:54,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,P E N C U R Y  H A N D A L,Jangan lupa liat meme aku kawan,UgxQrSZm0iWcnJZHZ294AaABAg,2022-04-02 07:49:50,2,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Muhammad Sulthon,sultan bahlul jarhun fulus majnun,UgzULPV6cTo8x9lP3394AaABAg.8tVdvJBLyft8tvkToPy4W6,2019-04-20 00:17:30,1,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Musser Tiktokers,Up up Gasss 13Kg,UgwjH1L3cCxBQGMttIl4AaABAg,2019-04-09 23:49:57,1,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Jodi Online,pliss subscribe channl saya,UgydVOPVV3PCP6rHUSp4AaABAg,2019-04-09 08:41:28,1,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,namias punya,"Keren #trending1

Banyak warga indonesia yang belum mengetahuinya termasuk youtuber  https://youtu.be/70ntzBc2j0Y
😢",UgwT34D3jWxQ6_PKlAd4AaABAg,2019-04-09 14:22:28,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Latte L,Jgn lupa 12 April stream BTS!,UgzkYg87H9jryIOw8gF4AaABAg,2019-04-10 01:51:27,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Rivaldo Rehatta,"Cek juga Epic Drawing Parbowo VS Jokowi dari gue ya
https://youtu.be/qJd7NAQbG-o",UgyBiYdRp8aMAh4QMwV4AaABAg,2019-04-08 14:37:51,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,VYNECX,"SEMOGA YANG BACA JADI YOUTUBER SUKSES😁

""HARUS KERJA KERAS DAN TERUS LAH BERDO'A KARENA ITU ADALAH SALAH SATU KUNCI UNTUK MENUJU KESUKSESAN"" AMINN...😁

BANTU SUBSCRIBE CHANNEL AKU🙏
GAK MAKSA KOK😁
1 SUBSCRIBE=1 SUPPORT😁
MAKASI TEMAN TEMAN YANG UDAH MAMPIR KE CHANNEL SAYA  DAN TERIMA KASIH BAGI TEMAN TEMAN YANG UDAH SUBSCRIBE",Ugxec9pf6vrnWN6HbQt4AaABAg,2019-04-11 21:27:11,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,MM PHOTOVIDEOGRAPHY,https://youtu.be/Oohjp4WVhrw,Ugwz5iSBDA7SJlK-GRZ4AaABAg,2019-04-11 11:52:43,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,dikbokil,Siapa pun presidennya subscribers saya tetep aja dikit bantu subscribe dong😂,Ugxg5tEtySWgoAhJMA54AaABAg,2019-04-08 13:25:20,2,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Riki Wahyudi,#BANGALEX,UgznEuUVpr_3-xRF4Gh4AaABAg,2019-04-11 18:25:18,1,0,spam
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Debat panas antara kedua pasangan calon presiden dan wakil presiden terus berlanjut. Keadaan makin sengit saat sesi ...,Fernando W,https://youtu.be/oZth17mLCbA,UgxGxJ-P-rrurDdZJtd4AaABAg,2019-02-01 00:17:16,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Rumah seni,kerennnn kak jangan lupa subscribe rumah seni. thank youuu...,UgzqJRbYT8yPZyceM7l4AaABAg,2019-04-19 10:28:24,14,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Jason Akmal Affandi,"https://youtu.be/i1SpHpubkH4 
OnMyWay - Cinematic😍



Edit : Subscribe Yaa ;)",UgzJENdMBUCFREVK6P14AaABAg,2019-04-11 12:52:42,1,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Suplemen Otak OSB,"Jual Vitamin Penambah Daya Ingat Otak, Vitamin Pembentukan Otak Janin, Vitamin Otak Yg Bagus Untuk Anak, Vitamin Otak Yg Bagus Buat Anak, Vitamin Otak Yg Bagus, Vitamin Otak Yang Paling Bagus, Vitamin Otak Yang Dijual Di Apotik, Vitamin Otak Yang Baik Untuk Anak, Vitamin Otak Yang Bagus Untuk Ibu Hamil, Vitamin Otak Yang Bagus Untuk Anak

https://youtu.be/FxW9Y05a2PM
https://youtu.be/ZVafO5tKY1A
https://youtu.be/ggLczglV6Gw
https://youtu.be/r5CPeJo8LCA
https://youtu.be/D7yCTBxUP0I
https://youtu.be/mDBLLnbeYTA
https://youtu.be/Ub3BStSfA2g
https://youtu.be/tIuI8URNizg
https://youtu.be/0ueU7UoyHPg
https://youtu.be/u-3RXPqS-X4",Ugx1_nQ6T8YFCeXqTs14AaABAg,2019-04-09 22:13:36,1,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,taufiq hidayat,https://youtu.be/IADRL2NJ7QE,UgzEL4FlcofwyJ_XV6R4AaABAg,2020-09-12 01:48:27,1,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,"5,000 sub for fried chicken",subcribe ke gue kalo mau kfc🍗🍗,UgyDdPIPi4ElSKeg51V4AaABAg,2019-04-12 21:57:00,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Muhammadbarat Vanbasten,"Ayo mampir ke channel ku 

Ada lagu pertama kali aku buat
Bantu like koment sama subscribe nya yaa",UgxeruMpIIiB1PwSsEh4AaABAg,2019-04-08 15:56:51,2,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,G i r l y  L o o k,https://youtu.be/TjYZLX1pdf0,Ugwmf4N5PTOPEWBkNOV4AaABAg,2021-05-11 19:22:02,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Kms heykams,"Perlu kalian ketahui, bahayanya jika prabowo jd presiden.!!  https://youtu.be/zU1Y9M1gwTU",UgxOI2MUa6a8wiJ2MCp4AaABAg,2019-04-12 08:22:58,3,1,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Johnson Pragantha,Hidup Indomie!,UgyabRUmwtQwLOkD04l4AaABAg.8tVm2CqsNgc8tVpdwKV8bg,2019-04-09 13:23:13,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,FT GAMING,Sub aku,UgyyKSlC9bBxR8Ium1h4AaABAg,2019-04-13 04:59:23,0,0,spam
