Name,Comment,Time,Likes,Reply Count,Label
BS Garuda ꦧꦶꦩ,Kalah pula wkwkwk,2020-11-05T12:38:41Z,0,,ham
Rican Achon,Allah huakbar,2020-02-08T20:57:44Z,0,0,ham
Ferdiansyah Saputra,"Katanya banyak korupsi di negeri ini 
Lahhh bukannya lu dari keluarga Soeharto itu ya? 
Yang korupsi uang Ampe triliunan 
Hebat banget lu bilang banyak korupsi di negeri ini 
Ambil noh mayat Soeharto 
Penjarain dia walaupun udh mati 
Baru seenak Lo mau bilang korupsi udh banyak di negeri ini!!
Makanya ngomong tu harus ngaca dulu bgst jangan langsung ngegas aja 
Kampanye main emosi 
Pantes kalah 
Liat noh kubu sebelah main senyuman dan mereka menang 
Menang karena doa kalian sendiri 
Kalian bilang bahwa ""orang yang benar akan jadi pemimpin"" 
Yang kalian doa itu bukan kalian sendiri tapi orang lain yang kebetulan nyapres jadi lawan kalian!!
*MAKANYA MIKIRRR KALO NGOMONG JANGAN BANYAK BACOT DOANK*
ulama di jadiin boneka aja supaya menang 
Pas kalah 
Di tinggalin semuanya 
Sekarang Anies Baswedan yang mau pelihara di boneka 
Supaya kalo nyapres 2024 menang 
Kagak bakalan bro 
Najiss lu menang kalo agama di jual supaya kepentingan pribadi menang!!!",2020-02-06T07:54:21Z,1,0,ham
Ferdiansyah Saputra,"Kampanye kubu prabowo
Kok isi nya pendukung Jokowi semua ya?",2020-02-06T07:41:35Z,1,0,ham
Stevanie Els,"Pak ps besok2 jgn ajak2 pks sama pan pak, liat aja ndiri otak bpk jdi kotor kan ngikutin mereka. Kasian pak ps nya nanti.",2020-01-15T04:46:34Z,0,0,ham
Novi Pribadi,Habib cabul ga di sebut di awal,2019-12-13T21:05:55Z,0,0,ham
Grab 1,"Prabowo pengkhianat umat muslim.... Mana janji mu pulangkan imam besar kami habib rizieq,.... HAHAHAHAHAHHA",2019-11-11T04:21:27Z,0,0,ham
Najiwa chanel,The looser,2019-11-01T18:15:07Z,0,0,ham
fahmi ardiansyah,ahirnya yg di lantik siapa  broo ?,2019-10-22T15:01:14Z,0,0,ham
Made Budiasa,kwkwkwkwk.....pertama2 di absen dulu ya. satu2 persatu di sebutin namanya.siapa yg gak hadir.. klu gak di absen. mungkin akan di tinggalin.,2019-10-09T09:25:58Z,0,0,ham
Jun Juna11,"Sehat selalu bung ..
Apa yg anda resahkan tentang pnguasa hari ini memang benar adanya.. Kotak pandora itu sudah terbuka, akal sehat rakyat mulai kembali.. Mahasiswa mulai mengkritisi.. Kami tunggu moment revolusi itu bung..",2019-09-28T08:48:34Z,0,0,ham
moelyadi Reihan,Semua ucapan bpk semuanya terbukti semua..pak tahun ini 2019 ~dan seterusnya,2019-09-01T20:45:18Z,0,0,ham
Mac Squiz,"Yg klik tombol like (👍) di video ini berarti mendukung Jokowi, karena simbolnya jempol, bukan 👆",2019-07-19T14:40:48Z,5,0,ham
ؤني مفمف,PAK JOKOWI 2 PERIODE,2019-07-10T08:28:28Z,0,0,ham
Kiputking,Sejak kapan Yusuf Martak itu KH 😂😂,2019-07-09T10:23:21Z,0,0,spam
nona none,Garagara kalah pilpres liat ini ak jdi bhagia.  Kasian lu bowo MAMPOS,2019-07-06T17:56:33Z,0,0,ham
Trie Haryanto,"Gusti Allah lebih tahu apa yang TERBAIK bagi rakyat Indonesia saat ini. Allah telah mentakdirkan JOKOWI sebagai presiden RI untuk kedua kalinya. Alhamdulillah, puji Tuhan.",2019-07-03T03:51:50Z,2,0,ham
No Name,Hore 01 menang......is,2019-07-01T07:08:34Z,0,0,ham
Fachrur Rizzal,Gue kesini cuma pingin cari koment si kam.....😁😁😁 udah pda di hapus,2019-06-29T17:52:19Z,0,0,ham
borneo kusaja,"Saya,,dan saya,,dan saya terus,,rakyat, dan rakyat,,dan rakyat,,terus,,saudara,,saudara sekalian,,terus,,bosan dengarnya,,,",2019-06-24T11:45:45Z,0,0,ham
Ammar Cinema,Setiap lihat komentar di vidio politik kok kebanyakan pendukung 01 yah,2019-06-20T15:50:38Z,0,0,ham
Nurlizan 1969,Prabowo Subianto is the best 👍👍👍👍,2019-06-19T09:47:46Z,0,0,ham
Agungone,"Sungguh lantang suaranya pak, karakter yg sangat di takuti donald turm",2019-06-19T02:24:15Z,0,0,ham
aku 123,25:00:00,2019-06-14T03:18:14Z,0,0,spam
aku 123,25:14:00,2019-06-13T17:55:33Z,0,0,spam
aku 123,25:18:00,2019-06-13T17:55:05Z,0,0,spam
sindikat korek api,"Wowo pantes.a jadi 


Capres abadi 🤣",2019-06-04T06:23:30Z,1,0,ham
Dipo Wicaksono,"mungkin pak prabowo nya baik.....tapi sayang, gaulnya sama amien rais...the real sengkuni",2019-06-01T13:54:46Z,0,0,ham
Rofi saputra Syam,"Mudah2an Prabowo - Sandi Menang di MK aamiin yra,,,,,,,,,salam dari masyarakat/rakyat Bangka Belitung ""we are love Prabowo - Sandi""",2019-05-30T23:22:20Z,0,0,ham
Juragan Cendol_dawet,"Wkkwkwkw nyungsebbvv sebbbb ,, takbirrr takbirrr takbirrrr",2019-05-24T04:20:27Z,0,0,ham
Bloem 14,Jokowi PRESIDEN KU 👍,2019-05-21T10:08:00Z,0,0,ham
iskandar muda,Klu mau jd pemimpin harus bisa jaga sikap...,2019-05-13T20:34:14Z,0,0,ham
Dvid J,Vidio nya kenapa terpotong potong,2019-05-10T04:15:44Z,0,0,ham
lorong movie,"kebanyakan bendera ,semrawut",2019-05-09T16:59:20Z,0,0,ham
Bubu dimo,39:21 oalah kuruptor kok mau di kasih pensiun 5%  😂😂😂,2019-05-06T19:51:40Z,1,0,ham
Ryan Sanjaya,"Program nya mencela,menghina, memfitnah......",2019-05-05T17:35:21Z,0,0,ham
Emi Princes Borneo,Mau panggil para koruptor trus disuruh tobat😁😀😆ngakak😁😃😀😄😆,2019-05-02T11:39:05Z,0,0,ham
Simson Marbun,Hidup jokowi,2019-04-30T11:47:09Z,0,0,ham
Yoman Yoo,Bacot apasi prabowo wkwkk,2019-04-29T02:03:03Z,0,0,ham
Fandy Fallen,Kursi msh ada yg kosong bilang 1juta. Haaaaaa,2019-04-28T18:42:26Z,0,0,ham
Pujo Dwiyanto,"Pak Prabowo memang orang baik, tapi pak Jokowi lah yang terbaik saat ini buat Indonesia.",2019-04-28T06:39:27Z,2,0,ham
Maggie Tjung,🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️ prepare myself to run away from Indonesia if he win😂,2019-04-26T12:45:21Z,1,0,ham
Pasifik stream,"Kubu mana yg suka fitnah, bikin hoax, dan dengan sgala tipu daya,
Tunggulah hasil akhir perhitungan dari KPU. Siapa menang dan kalah Maka akan jelas tertulis diayat itu.


Ali Imran[3] : 54

وَمَكَرُوْا وَمَكَرَ اللّٰهُۗ وَاللّٰهُ خَيْرُ الْمَاكِرِيْنَ∞

Dan mereka (orang-orang kafir) membuat tipu daya, maka Allah pun membalas tipu daya. Dan Allah sebaik-baik pembalas tipu daya.",2019-04-26T02:44:48Z,0,0,ham
chessboy33,Prabowo cupu,2019-04-25T15:29:58Z,0,0,ham
Wanamarta Arya,Prabowo nyambut tokoh2 partai n agama... Jokowi begitu mulai nyambut rakyat 1 Indonesia pake Bahasa daerah di Indonesia...,2019-04-23T13:54:28Z,0,0,ham
Syahfitra Syahir,"Abis nonton GBK nya pak Jokowi dari awal sampe abis. Seruu
Iseng mampir kesini. Baru 2 menitan udah ga kuat kwkw..",2019-04-22T19:39:06Z,1,2,ham
Syahfitra Syahir,@lorong movie saya laki mba 😐,2019-05-09T18:06:29Z,0,,spam
lorong movie,Syahfitra Syahir nonton kampanya yg ini aura nya panas ya mba. berasa dihasut😂,2019-05-09T17:04:33Z,0,,ham
iis & ari,"Wong edan kui si wowo


#01🙏",2019-04-22T16:22:11Z,2,0,ham
ANDI Channel,Lambang garuda emang merah gitu dari jaman dulu?,2019-04-22T12:01:36Z,1,0,spam
Miftahul qodri,pak prabowo ada yang ngeledekin  gembel namanya lisa di peninggalan barat cibodas,2019-04-22T11:01:14Z,0,0,ham
Umi Eka Pratiwi,"maaf ya gak usah jauh2 dibandingkan kampanye di sebelah,yg ini kesannya semrawut gak rapi,gw salut dengan kampanye akbar 01,tata panggungnya sangat luar biasa,lebih terstruktur,modern,dan orang2 lebih terkesan teratur,itu tandanya pak Jokowi dikelilingi orang2 hebat yg punya cara lebih revolusioner utk bangsa ini,salute 01!",2019-04-21T15:49:26Z,2,0,ham
Muhammad Farel Asyrofy,Gua mah najiss hukumnya milih pemimpin yg suka nyalah-nyalahin cuihh... Kayak sendirinya aja udah membuktikan kalau dia bener.,2019-04-21T12:27:04Z,0,0,ham
iyak habsyie,Mantapppp prowobo priseden,2019-04-21T03:58:48Z,0,0,ham
Ali rohman,KOMPANYE DI GBK BAGUSAN KUBU NO.1  DAN ADA PESAN BUAT MASYARAKAT INSYA ALLOH SWT SEMOGA BAPAK JOKOWI TERPILIH LAGI,2019-04-20T22:46:55Z,4,0,ham
Meila Sanwarno,Uang pensiun untuk koruptor? I have no words for you Pak.,2019-04-19T13:56:30Z,0,0,ham
Alex Sanz,"Prabowo nya masih ga seberapa, tapi orang2 dibelakangnya itu bikin 🤮🤮🤮🤮",2019-04-19T08:39:42Z,0,0,ham
Halang,JOKOWI kalah,2019-04-19T03:13:51Z,1,0,ham
Muhammad Rizky,Salam 2jari,2019-04-18T13:19:58Z,2,1,ham
FG Studio,tp boong,2021-05-03T07:52:50Z,0,,spam
Rama Fabio,"Itukah sifat & tutur kata calon pemimpin yg benar,kalo dia jadi presiden ngeri bisa jadi dikit"" perang",2019-04-18T13:07:45Z,0,0,ham
oke,Pidato buriq,2019-04-18T09:17:54Z,0,0,ham
Indrias Rosmeifinda,"Lihat gayanya bicara, kata2 yang keluar dari mulutnya, intonasinya. Gak ada satupun yg bikin adem, yang ada cuma bikin resah dan bikin suasana hati muram. Yang ada hanya ajakan untuk membenci, berpikir negatif, dan membuat opini publik yg menyesatkan.
God forbid he becomes the president of this country. God forbid 🤦🏻‍♀️",2019-04-18T06:54:07Z,1,0,ham
Chandra Yoga,"12:50 tuh lihat mau aja beliau ditipu ama panitia nya. Jd guys jangan kaget kalo sekarang Prabowo halu, menang hasil suara. Kena tipu lagi dia... 🤣🤣🤣",2019-04-18T05:49:49Z,1,0,ham
Felix Nurwahid,Partisannya saja yg gede 😂,2019-04-18T04:24:39Z,0,0,ham
veny marlia,Yang kesini setelah pilpres like 👆,2019-04-18T02:48:58Z,1,0,spam
Clovis C.,"Gw kesini setelah nonton pidato akbar Jokowi.  Dan gw bandingkan suasana nya sangat jauh berbeda. Di pidato akbar Jokowi semua yg hadir adem ayem, sejuk, tenang...  Kok melihat pidatonya wowo malah kayak pada cacing kepanasan semua ya.. Wwkwkwk",2019-04-18T02:25:57Z,0,0,ham
Bella Anggraeni,Buset ada bendera poto bibib gede buanget 🙈,2019-04-17T17:41:59Z,0,0,ham
Gracia Elisama,Kok mlh rkyt yg ksh uang? Situ aneh y,2019-04-17T14:57:26Z,0,0,ham
Syifa Apriani,Abis teriak gitu minum adem sari nggak pak?,2019-04-17T14:48:35Z,0,0,ham
Syifa Apriani,"Baru banget liat ini. Terus kayak aneh gt. Kenapa jadi ngebanding""in.. Antusias dan penuh keyakinan. Tapi....",2019-04-17T14:41:26Z,1,0,ham
untaian kata,Selamat jalan pak prabowo...  Semoga ditahun 2024 kita berjumpa lagi,2019-04-17T14:27:26Z,0,0,ham
Gracia Elisama,Lebih bnyk bndera warna warni ny drpd bndera merah putih ny😐,2019-04-17T13:22:32Z,5,0,ham
iqbal gusni,Udah kampanye akbar kalah,2019-04-17T08:27:19Z,0,0,ham
Arien Rienie,kampanye terbodoh...,2019-04-17T06:52:57Z,0,0,ham
Dpakpahan Onlinebisnis,"Yeah, màju terus dbest oposisi, sejak kapan dpr < kaya dari mpr, saatnya mpr regenarasi jadi dpr regenarasi jadi mpr, siapa ga setuju jadi banding màju terus",2019-04-17T03:44:29Z,0,0,ham
Amri Asegaf,Liat dlu lah dri kubu 01 di gbk ...abu jahal bilang tanpa nasi bungkus tapi rebutan nasi kotak tanpa mobilisasi kader partai tapi kaos seragam😂🤣🤣dri mana kalo tidak dri kader²nya😂🤣🤣abu jahal abu janda yg kalian banggakan itu suruh jangan hoax dlu bong,2019-04-16T23:42:03Z,0,0,ham
Ujang Abdilla,Doa ku hanya untuk jokowi..,2019-04-16T19:41:55Z,0,0,ham
Joshua Ricardo,"RAKYAT INDONESIA, SUDAH MUAK DENGAN KORUPSI - PRABOWO 2019
padahal kaum pribumi mayoritas yang korupsi , ironis sekali",2019-04-16T18:48:23Z,0,0,ham
v i e r r a,Provokator,2019-04-16T18:07:16Z,0,0,ham
Diki Rt,"Aku ada di GBK ,tp aku coblos jokowi hari ini . Maaf ya prabowo",2019-04-16T17:43:45Z,11,1,ham
Chandra Kurniawan,TEGANYAAA😂😂😂😂,2021-11-12T06:30:58Z,0,,ham
Jessica Tiarany,"gilak kebencian semua ketika paslon 01 kata2nya sangat membangun.  Dr debat per debat aja ngawur kalo bicara. Semua yg dia bicarakan banyak yg tidak base on fact. Sy gabilang selama pemerintahan Jokowi msh banyak kekurangan.  Tetapi kita liat kerja kerasnya bersana timnya menbangun sampai pelosok2 semua. He doing his best Dan PROGRESS. Seriously,  guys use your logic and heart obviously.",2019-04-16T16:47:17Z,0,0,ham
Nisa Munjiah,Mulek ae paknyampekne salam  .......... kok munyer dewe ra jelas madep e ora tlaten muter ngasi entek,2019-04-16T15:05:29Z,0,0,ham
Papeda Jumbo,Ngomong ya gugup,2019-04-16T14:54:07Z,0,0,ham
Driver Magang P07,"Sekedar penilaian saja, bukan untuk menjelekan kubu satu dengan yang lainnya. perbandingan kampanye Akbar antar 01 dan 02 sangat berbeda sekali menurut mata lebar saya adalah : 

Paslon 01 itu, tidak ada bendera yang berkibaran, seperti bendera partai2 pendukung, dan bendera2 yg lainnya. Sangat rapi. Tata letak panggung yang besar, megah dg layar yang full besar tapi apik dilihatnya. Memberikan kenyaman pidato untuk Paslon yg akan berkampanye. Menyampaikan visi, misi dan strategis yang jelas, serta tidak menghina, menjelekan Paslon lain. Ditambah pakaian yg digunakan Paslon 01 putih sesuai dengan tema kampanyenya. Lebih seger dan gimana yaa, karena ditata dg baik setup stage ya jadi lebih melek mata. Gitu sih. 

Paslon 02 itu, terlalu banyak bendera yang berkibaran, tata letak panggung yang sempit, sehingga antara Paslon dan pendukung yg berdiri di belakang itu agak dekat. Tidak ada full layar, dan tidak bisa menunjukan apa visinya, misinya, strategis yang masuk akal. Hanya menjelekan dan selalu menyindir yang amat terlalu. Diliat lewat drone pun agak tidak rapih. Pengambilan camera yang kayaknya bingung mas2 cameraman yg mau shoot nya. Mau ngambil anggel dimana. Gitu sih menurut mata lebar saya.

Dan ini hanya sebuah penilaian, bukan menjelekan pasangan lain dari sudut mata Belo saya. Memilih itu hak kita, cukup melihat, mendengar dan merasakan. Kalian pasti sudah bisa menilai, Mana yang terbaik diantara yg baik. Cukup dihati dan tidak usah mencaci maki, tentukan aja pilihannya karena kita ini Indonesia lhoo. Salam damai... 😊",2019-04-16T13:50:24Z,5,2,ham
millenial FC,Dan itu menandakan 02 itu beragam 01 seragam ngikut aja 🤣🤣,2020-10-12T09:38:33Z,0,,ham
millenial FC,Yang penting ngk d bayar buat kesana 🤣🤣,2020-10-12T09:38:03Z,0,,ham
bagus permana,"Absen dulu yuk sebelum besok nyoblos, 01 like  02 coment",2019-04-16T13:06:04Z,3,0,ham
Kukuh Taufikur,PKS ikhlas,2019-04-16T08:45:54Z,0,0,ham
Abim -,"angkara murka ??
angkara murka apaan dah ni si serbet dapur...",2019-04-16T07:47:11Z,1,0,spam
Chrystofel A,"17 april

1 nsinyur
7 okowi
A dalah
P residen
R epublik
I ndonesia
L agi",2019-04-16T07:21:37Z,0,0,ham
Ayu Jamilee,yang di maksud ketidak adilan yang bagai mana pak..? 😂😂 toh kami masih di beri hak untuk melakukan Ibadah kok😁,2019-04-16T07:08:01Z,1,0,ham
girlsocksfinder,Pemimpin pesimis-nihilis,2019-04-16T03:56:13Z,0,0,ham
Laipeny M Imasuly,"Banyak bangku yang kosong yah, pada kemana???",2019-04-16T00:05:09Z,0,0,spam
Shella Hablizel,"Teriak2 bae pak, ga putus tuh urat malu? Eh urat leher? 🤭",2019-04-15T21:24:22Z,1,0,ham
ugih sugihyatna,"wihhh...koruptor paling banyak ngrampok uang rakyat terjadi di zaman orba. dan saat itu presidennya Soeharto. dan saat itu prabowo masih menantunya, dan uang trilyunan hasil rampok itu katanya berlabuh di salah satu bank  swiss. dan katanya jokowi akan minta itu ke pemerintah swiss dan akan digunakan untuk kemakmuran rakyat, dikembalikan kepada rakyat. Nah bicara koruptor paling banyak jumlahnya terjadi di zaman soeharto berkuasa dan uang trilyunan  itu masih  ada!  Makanya gertakan Pa Jokowi akan mengambil kembali uang rampokan itu sangat meresahkan para koruptor,. Kawal dan dukung terus Pak Jokowi Amin menjadi pemimpin bangsa Indonesia 2019-2014.",2019-04-15T20:23:22Z,26,0,ham
Aldhila Istinuswandari,Dari pengunjung GBK yg dateng sepertinya bisa dilihat rame yang mana 😆😆😆,2019-04-15T19:18:46Z,0,0,ham
XI - F - 27 - Ryo Tirta Kusuma,16:58,2019-04-15T13:41:20Z,0,5,spam
XI - F - 27 - Ryo Tirta Kusuma,14:00,2019-04-18T14:34:38Z,1,,spam
XI - F - 27 - Ryo Tirta Kusuma,1400,2019-04-18T14:34:27Z,0,,spam
XI - F - 27 - Ryo Tirta Kusuma,49:57:00,2019-04-18T09:06:43Z,0,,spam
XI - F - 27 - Ryo Tirta Kusuma,46:42:00,2019-04-18T09:02:54Z,0,,spam
XI - F - 27 - Ryo Tirta Kusuma,25:03:00,2019-04-15T13:50:02Z,1,,spam
Rosi Ana,"Lagi pidato apa lagi ngerumpi ngjelekin org yg baik ,,menjatuhkan lawan dengan tidak pantas. O1 oke presiden selama nya kalo bisa...",2019-04-15T09:50:43Z,0,0,ham
devi yurnia,"Pemimpin kasih solusi., bukan tukang nyinyir., hahahah.,",2019-04-15T07:15:30Z,0,0,ham
ronny venantoro,tgl 17 besok...siap2 ada yg stroke...,2019-04-15T04:06:43Z,0,0,ham
spideyphl,TUTUR KATAMU tidak LAYAK sebagai calon presiden.   cangkemu harimau mu WOWO.,2019-04-15T03:49:28Z,0,0,ham
PHYLLIS E SWIFT,"Ini negara dengan berbagai macam agama,budaya,ras tp kok keliatanya mengutamakam kaum muslim ya? Apa ini mau jadi negara islam?",2019-04-15T00:47:44Z,0,0,ham
kumpulan bahan coly,01 kalo pidato pasti damai. Ga ada ujaran2 membenci. Kalo 02 pasti emosional. Pasti menjelek2an.,2019-04-14T19:20:35Z,3,0,ham
Max More,Hahahahaha hahahaha hahahaha 😆😆😆😆😆😆😆😆,2019-04-14T19:02:30Z,0,0,spam
Dwi Astuti,Pudatonya macam sopir angkot wkwkwk,2019-04-14T17:31:24Z,0,0,ham
