Name,Comment,Time,Likes,Reply Count,Label
Abdul Kholid,Yaa alloh semoga engkau berikan kesadaran hati bagi bangsaku ini untuk  bersatu atas  jasa pemerintah untuk rakyatnya barokallah aamiin wass wr wb,2021-04-14T14:50:49Z,1,0,ham
fajar irawan ethenkk,Di situ ada gua 😁,2021-04-09T05:15:04Z,0,0,ham
Asroma Totti,Tolak.bendera hitam tolak KHILAFA,2021-04-08T05:16:11Z,0,0,ham
Netral manggala Sanjaya,thn 2019,2021-04-06T14:41:10Z,0,0,ham
Apin Channel,"2021 ttap merinding ya allah ..
Jokowi memang kerja nyata ....
Semoga pak Jokowi Di Beri Kesehatan Slalu Ya Allah Aminnn......",2021-04-04T19:28:51Z,1,0,ham
Feby Puji Lestari,"Lewat lagi di beranda, Nontonin ini lagi di 2021 !",2021-04-04T02:59:44Z,0,0,ham
Rido Iwe,"Awal nnya Tim Kadrun dn Kampret penuhi GBK  dgn bangganya paling terakbar ,wikkkk di belakangan Tim jokowi Lebih fullllll.. lalu meranah lah si kadrun dn si kampret lalu kalah di Pilpress tambah sakit hati..wikk wikkk dasar nasib mu hitam kadrun...elu cocok nya di timur tengah sana bantu palestina dan suriah,afghan  lawan saudara saudarama perang saudara.. wikk wikk,ini adalaj sejarah  indonesia yg tak terlupakan sepanjang masa berdirinya NKRI.",2021-04-02T06:49:23Z,0,0,ham
A Lina Sri Pristiwani,"Semakin kesini sini,  pendukung mengalir seperti air deras, ga bisa dibedung.
Saat ini 2021 Indonesia  Timur sudah dipasti  kan 99% dukung pemerintah Jokowi, 
Yang lain2  90%  dukung pemerintah Jokowi. 
Andaikata saat ini 2021 pemilihan wauuuuu... alhamdullihan dipastikan 85%  
JOKOWI MANTAP
NKRI KUAT
INDONESIA MAJU
AMIN...🙏🏽🙏🏽🙏🏽",2021-03-30T14:45:53Z,0,0,ham
A Lina Sri Pristiwani,"Wauuuuu putih bersatu
seputih hati pak Jokowi",2021-03-30T14:26:05Z,0,0,ham
FILM FAVORIT,Kebanyakan iklan babi !!,2021-03-29T20:42:15Z,0,1,spam
Ari Idrianto,Iya bro. Iklannya parah wkwkwkwk,2021-04-04T16:19:02Z,0,,spam
abid star 96,Wajar pk jokowi menang liat kampanye nya aja se GBK,2021-03-29T13:33:07Z,0,0,ham
dika imut,ya allah merinding  ❤❤👍👍👍👍🤲🤲,2021-03-29T07:45:28Z,2,0,ham
Elida Berliana,"Merinding ingat suasana ini,jalan kaki dari tempat parkir yang sudah ditentukan lumayan jauh,terik matahari gk membuat wajah jadi sangar tetap damai berseri.
Sepanjang iring iringan dari berbagai tempat sekitar Sudirman,senayan bahkan ada yang lebih jauh semua sangat excited, Semangat.!
Semua yang hadir diluar maupun didalam gedung GBK tetap sabar mengikuti acara yang molor waktunya demi menantikan kehadiran JOKOWI,sampai acara selesai.
Sejarah Membuktikan Jakarta Putih Berseri.
Semoga Bapak Presiden selalu dalam lindungan Allah dan seluruh Rakyat indonesia,Maju dan Lebih Baik dari Kemarin.
Amin.  👌",2021-03-27T04:33:59Z,7,0,ham
kemal fatah,"Merinding dan bangga
Gak sia "" aku koar "" mndukung bpa jokowi😢",2021-03-25T05:12:33Z,5,0,ham
Andi Firdaus,Saya hadir di GBK saat itu ❤️👍👍👍👍👍,2021-03-24T16:03:30Z,0,0,ham
Fathul Bari,Sebelum negara api menyerang. Saya termasuk di dalamnya 🇮🇩,2021-03-20T13:23:34Z,0,0,spam
Muhammad Rangga,Bismillah irohmanirrahim assalamuallaikum wr wb. Kami dri Kalteng Kuala Kapuas dukung bapa Jokowidodo presiden RI pilihan rakyat Indonesia 🇮🇩 amin ya rabbalallamin 🤲🤲🤲🇮🇩🇮🇩🇮🇩🇮🇩👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿,2021-03-19T16:22:30Z,0,0,ham
Yasallam,1:11:57 Indahnya Toleransi 🥺❤️❤️,2021-03-19T07:34:43Z,2,0,ham
Yasallam,Merinding 🥺🥺,2021-03-19T04:05:15Z,2,0,ham
nonik Arek Suroboyo,Akhirnya pk  Jokowi tetep presiden kita 👍👍👍👍 .,2021-03-17T00:04:07Z,0,0,ham
Arsya Milenofa,5 menit 4 iklan !!,2021-03-16T14:24:26Z,1,0,ham
Vanov Al fatih,"Jadi inget Hp ku hilang n ketabrak motor, hehehehe aku iklas kan semua buat rasa puasku dukungan untuk jokowi",2021-03-15T17:15:29Z,0,0,ham
kula hulap,"Jay,,subiakto   ,,tata panggung nya ajiiib",2021-03-14T16:18:49Z,0,0,ham
kula hulap,"Sejati nya Indonesia,,,sabang sampai merauke,,g sampai ke gurun pasir, xi,,xi",2021-03-14T16:06:09Z,0,0,spam
gepe cel96,Alhamdulilah hadir di gbk,2021-03-13T03:47:53Z,1,0,ham
erni alfia,Lautan  manusiaa,2021-03-12T02:52:24Z,0,0,ham
Andre Aski,Yg perna rencana ikut acara ini tapi gagal angkat tanganya 😩😩 termasuk gueee😩😩,2021-03-11T09:39:02Z,0,0,ham
Lubis Cr,Sehat selalu pak Jokowi,2021-03-07T18:37:20Z,0,0,ham
Putra Selamat,"Jokowi jagoannya wong solo.segalanya ga bisa di sebutkan dgan satu per satu,yg yiyir terus tlg bkak mata dan hati mu, sholat terus ibada terus ga da gunanya,klw kerja ny slalu kritik malu,mending ga usah ibadah aj,diam ia ga sah cri kesalahan org,taw pitnah n hoax,yg sabar y pak, Allah ga tidur,smga Allah bersama kita smua,d Berikan kshtan amin yrb.🙏🙏👍❤️",2021-03-03T17:43:22Z,1,0,ham
SANTRI channel,"Slank jadi ciut semenjak kepeminpinan s Jokowi
Dulu macam macan sekarang macam gajah tanpa taring .",2021-03-03T00:12:34Z,2,0,ham
Reyhan muamar S.,2021 pengin lihat pakdhe.🥺😢,2021-03-02T15:57:38Z,0,0,ham
Shela Marta,Sy di d sana...jdi sakti btp meriahnya kmpanye pak jokowi ..,2021-02-28T00:48:57Z,0,0,ham
Hari Sukram,Saya alhamdulilah pernah satu panggung di sini di senayan .,2021-02-26T20:34:12Z,1,0,ham
Benny Hutadjulu,Hadir pada saat itu di Gelora Bung Karno Senayan..Akhir acara foto bersama dgn mantu Pak Jokowi Bobby Nasution,2021-02-11T14:54:09Z,1,0,ham
Nur Harfiani Sidin,Bapak ku 😅,2021-02-08T12:28:14Z,0,0,ham
Roby jr,hostnya kocak..mantap,2021-02-05T14:01:13Z,0,0,spam
ANAK Kreasi,Mnntpp JAMIN (JOKOWI AMIN),2021-02-02T03:40:41Z,0,0,ham
Atikrekanan Rekanan,Pendukung pakde mbah min.. Smua buanyak artis bertalenta berpretasi smua raut wajahnya bersinar ceria segar bugar.. Smoga pakde mbah in slalu dlm lindungan alloh swt Dan di limpahkan keshatan jasmani maupun rohaninya..,2021-02-02T00:03:59Z,3,0,ham
NOVAL FIRMANSYAH,komentator orang lagi Sholawat ngomong Mulu!!!,2021-01-24T00:51:55Z,1,0,ham
Novi Dyah Permatasari,Baru mampir ke channel ini. Ya ampun...masih merinding. Salut...ternyata masih banyak rakyat Indonesia yang cerdas. Tahu pemimpin yang bagaimana yang baik itu,2021-01-15T01:31:58Z,13,0,ham
AsmDS,Kerja nyata mantap 👍,2021-01-12T15:33:57Z,0,0,ham
Nur Wae,Kampanye yang pantas d kenang sepanjang masa...,2021-01-10T09:31:45Z,1,1,ham
D&ABBOS TV,Nonton 10 kali nih februari 2021..gk bosen.. Kampanye elegan kreatif.. Gk monoton.. Menarik.. Meriah.. Dll,2021-02-07T04:23:45Z,0,,ham
Mohamad Hoji,"Hidup NKRI harga mati 👍👍👍👍👍👍
Hidup presiden Jokowi 👍👍👍👍",2021-01-08T19:01:20Z,0,0,ham
Situkai Andayani,hehe❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,2020-12-28T17:28:07Z,0,0,spam
Situkai Andayani,cinta kuu....👍👍👍,2020-12-28T17:22:48Z,0,0,ham
Situkai Andayani,❤️❤️❤️❤️❤️❤️❤️❤️❤️,2020-12-28T17:13:16Z,1,0,ham
Situkai Andayani,hahh...harga mati 👍👍👍👍👍👍👍,2020-12-28T16:51:40Z,0,0,ham
Situkai Andayani,👍👍👍👍👍👍👍👍👍,2020-12-28T16:46:31Z,0,0,ham
Mak Kastonah,Tidak,2020-12-26T10:30:55Z,0,0,spam
eci eci,17 12 20 dan masih merinding lihat ini,2020-12-17T14:54:49Z,1,0,ham
Situkai Andayani,hahh bangaet,2020-12-06T04:38:09Z,0,0,spam
Ronaldd Channel,GUE DUKUNG SELALU PRABOWO SUBIANTO DAN SANDIAGA UNO,2020-12-03T17:34:25Z,0,1,ham
Muhamad Rifky,Mereka berdua udah dukung jokowi hehe,2021-01-29T23:06:40Z,0,,ham
Tukijan FNU,Masya Allah begitu Cintanya Rakyat ini Kepada BeLiau... Pemimpin sungguhan yang jujur membangun Negeri ini...,2020-12-03T13:49:07Z,5,0,ham
fantasi rider,titik kuningnya banyak amat,2020-11-30T16:54:15Z,0,0,spam
Toni Ajha,Ini baru demokrasi happy,2020-11-23T06:55:47Z,1,0,ham
Chriz Istia,Adakah yang bisa jelaskan karakteristik dari kampanye ini?,2020-11-11T07:08:45Z,0,1,ham
D&ABBOS TV,Februari 2021..kreatif. indah. Elegan.. Warna warni.. Gk monoton... Kampnye mendidik..,2021-02-07T04:25:06Z,0,,ham
Sidik Setiyadi,"Jokowi terbaik..
Prabowo orang baik",2020-10-22T15:42:10Z,0,0,ham
teguh kurnianto,saya bangga bisa menghadiri deklarasi konser merah putih utk jokowi,2020-10-04T01:19:32Z,1,0,ham
Boas Sinaga,Wah ini saya dtg paling depan,2020-09-22T07:24:00Z,0,0,ham
Ali Habshy,Kampanye tp jualammn agama itulah kampanye yg sebenarnya. Daripada jualan agama tp produksi fitnah dan hoax,2020-09-21T14:50:17Z,0,0,ham
Kidamby Srikanth,N.A.J.I.S,2020-09-10T19:06:09Z,0,1,ham
D&ABBOS TV,"Nonton. Ambyar. Jadi. Indonesia. Sukses.. 
N. A. J. I. S
Nonto aja jangan ikut sirik
.ya",2021-02-07T04:29:09Z,0,,ham
Rudi Pasaribu,BRAVO JOKOWI !!!!!!!!!!!!!!!!!!!!!!!!!!!🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,2020-08-28T16:06:51Z,0,0,ham
Ivan Joe,Sebelum corona menyerang 😔,2020-08-06T06:56:26Z,0,0,spam
Junita Anjani Sari,"Mencari diri saya di video ini, ada tapi kecil",2020-07-28T15:35:10Z,0,0,spam
the'geblexs,SLANK berdiri diatas semua golongan grub band rock n roll di indonesia walawpun banyak yg ingin merobohkan.....,2020-07-24T17:44:49Z,0,0,ham
Mohd Mohd,"Terlihat adem sejuk dimata..gk kyak yg sblh bnyk bendera"" gk karuan jadi gimana gitu di liatx",2020-07-12T05:18:34Z,0,0,ham
TVSI,Like yg masih nonton tahun 2020,2020-06-11T09:20:50Z,0,0,spam
Cak Suki,Katanya coronaa...kok ada konser..gak adil nih..kok gak di denda tetapi kalau ada acara majelis..di marahin...gak adiill,2020-05-20T07:35:09Z,0,0,spam
Eko Priyono,"aq rindu suasana konser putih,,meriah dan menghibur",2020-05-14T16:33:25Z,2,0,ham
Aslama KH,Cek,2020-05-06T21:06:27Z,0,0,spam
faisal jepara,Presidenku emang keren gue bangga sekali pak,2020-04-10T13:59:13Z,0,0,ham
Alan Bocil,Hadir 2020 # brpah ribuh dibohongin,2020-04-08T15:06:03Z,0,0,spam
Ferdiansyah Saputra,"Kubu Jokowi di bawa senyum 
Kubu sebelah darah tinggi semua",2020-02-06T07:32:13Z,1,0,ham
Agus Ciko,Hidup..jokowi maju indonesia ku..,2019-10-05T16:29:35Z,0,0,ham
bonar mb,Kalo Kubu Jokowi jualan NKRI kalo kubu yg lain jualan agama hehehe,2019-09-18T16:24:16Z,0,0,ham
SATRIO YUDANTO,Artis2nya berkualitas semua,2019-08-11T06:35:00Z,1,0,ham
Rexy Kurniawan,Iklan nya kayak semut njirr berbaris ..,2019-07-14T03:08:25Z,1,0,spam
Yayah Laela,Selamt atas kemnangan PAk Persiden Jokowi Yg Terbaik Terpilih 2019 2024 Mantapppp Bangettttttttttt,2019-07-08T23:40:51Z,0,0,ham
alif M,"Alhamdulilah jokowi amin yg menang .☝️👍🏿""2019 BANGSA INDONESIA MENCATAT SEJARAH BARU,,KARNA PAK PRABOWO AKAN DI NOBATKAN SEBAGAI BAPAK CAPRES TERGAGAL SEPANJANG SEJARAH INDONESIA,""",2019-07-05T10:33:35Z,0,0,ham
Ben Joshua,Oppie Andaresta,2019-06-23T10:07:16Z,0,0,ham
Ben Joshua,"Cek koment yg lalu ah, koment yg anggap yg datang ke GBK untuk nonton doank ah,moga masih ada",2019-06-23T09:55:13Z,0,0,spam
Iyeng 12,This is real.....nggak mungkin dong curang. Yg menggugat hasil pilpres cuma buang energi.,2019-05-26T11:51:59Z,0,0,ham
nuqi ardiarsari,Ada mBak Atiek CB .. 😍❤️,2019-05-19T16:59:34Z,2,0,ham
Mrs chow chow,Arti yg dukung 01 keren2,2019-05-17T14:34:15Z,0,0,ham
bule lebu,"DARI KAMPANYE SJ SUDAH KALAH JAUUUUUH,,
LHA KOK GK MALU KLAIM KEMENANGAN..",2019-05-08T12:26:27Z,1,0,ham
prasetyo virgo,lain kali GBK kalo mau syutingnya bagus beli aja www.SpyderCam.com gak repot pake CraneCamera :v RIBET,2019-05-07T08:13:59Z,0,0,spam
PERMATA ENTERTAINMENT,Bravo bapak PRABOWO SUBIANTO,2019-05-05T03:36:30Z,0,0,ham
Jan Dara,"Aseli kenapa gW rada serem ya kalo ngeliat kubu sebelahhh ngumpul ngumpullll, kalo ini semua bersatuuu gtu lohhh gak dari oknum itu itu doang hanyaaaa komentar wkwkw #jokowi",2019-05-04T21:23:30Z,0,0,ham
Jan Dara,Maaf ya pak jokowi aku gak bisa dateng kami sekeluarga mendukung mu pak jokowi!!!!!,2019-05-04T21:20:03Z,0,0,ham
Woro Selalu Happy,Kapasitas GBK Cuma 77.ribu kenapa waktu kampanye prabowo bilang 8 juta?,2019-05-03T16:05:39Z,0,0,ham
Simson Marbun,Jokowi😘😇,2019-05-01T12:50:59Z,0,0,ham
Yusuf Harun,Ada gus muafiq juga ya,2019-04-28T07:17:13Z,0,0,ham
ADI Novianto,Disana sangat seru saya tdk dapat tmpt duduk saya berdiri ditempat masuk tribun tapi saya senang,2019-04-27T04:39:00Z,1,0,ham
yoga prayoga,"Kita tetap dukung pak jokowi, semoga menang.Amin",2019-04-26T13:25:35Z,1,0,ham
Cantel Fentura86,ko liat mukanya kaya nasi bungkus semua ya,2019-04-26T11:27:12Z,0,0,ham
Heri cepu,Sempurna 😍,2019-04-26T08:01:30Z,3,0,ham
Kantor Jaket,Tetap 02..,2019-04-26T06:02:24Z,0,1,ham
Safraji Aji,02 Nyugsep ke laut 🤣🤣🤣,2021-01-09T07:51:10Z,0,,ham
Nur Aminah,"Lebih berwarna, Lebih beragam, lebih Bhineka Tunggal Ika",2019-04-26T04:14:19Z,0,0,ham
Nur Aminah,gak rugi kampanye Jokowi - 01 -Menangggg,2019-04-26T04:12:45Z,0,0,ham
Indarti Tengkusam,Jokowi gaspollll 01 top markotoppp,2019-04-25T15:44:40Z,0,0,ham
Yuliana Tjauda,"Bagus,,,,,,bagus,,,,,bagus orang2timur penjaga NKRI,mencitai pak Jokowi presiden terbaik,terunggul,terhemat,pemenang,,,,,,,,residen pencipta damai,membuat seluruh masyarakat dunia merasa Aman dan damai.",2019-04-23T02:32:07Z,0,0,ham
deny tan,"presiden seluruh rakyat indonesia, islam, kristen, khatolik, buddha, hindu dan kong hu cu",2019-04-22T16:26:46Z,0,0,ham
Adikayla Kayla,Yang komen jelekin bapak jokowi itu.org yang irih hati.liad kampanye x.wooooow buanget,2019-04-19T15:07:04Z,0,0,ham
Diyan Ayyu,seneng banget bisa jadi salah satu dari mereka di GBK kemaren 13 April 2019.. sedih seneng..  campur2..  sehat2..  pakde insya Allah 2 periode,2019-04-19T11:40:54Z,3,1,ham
Pria Idaman,Merinding bngt kemarin saya hadir,2019-04-22T04:37:08Z,0,,ham
Fanni Supenda,"Gagal fokus sama suara michael bagus bangeeeet 😭😭, gak berubah sejak Indonesian idol 1 aku selalu ngefans michael.",2019-04-19T10:17:31Z,1,0,spam
BEWE ADAVINS Generations,Soun systemnya pakai punya siapa yaaaa dulurrrr,2019-04-19T04:21:00Z,0,0,spam
Ninik kar,Jokowi 2 periode ...,2019-04-18T15:03:08Z,1,0,ham
Zeni Zeni,Sehat selalu ngheh pak jokowi...Amiin...,2019-04-18T07:36:41Z,0,0,ham
Mr. Crab,Gila iklannya..... metro tv auto kaya,2019-04-17T22:02:33Z,1,0,spam
The boss,Demen gw nih konser,2019-04-17T20:54:39Z,1,0,ham
WeDoes !,kebanyakan iklan woooyy,2019-04-17T16:30:44Z,0,0,spam
Zaky Zafiri Durar,Iklannya banyak bet,2019-04-17T09:48:28Z,0,0,spam
Amyley amy,alhamdulillah  jokowi...emang  jozz,2019-04-17T03:11:05Z,0,0,ham
Nino Nagata,Kampret sama onta pada ngiri nonton vid ini. Hahahahaahaha👍,2019-04-16T20:44:14Z,0,0,ham
Misja Kajoet,"Angkat jarinya?☝.
Angkat jmpolnya?👍.
Klo ☝+👍=👆 loooohhh ko jdi .....😂😂😂😂.",2019-04-16T19:15:40Z,1,0,ham
Ahmad Evendi,222222222 ok,2019-04-16T18:36:56Z,0,0,ham
ERLAN Channel,Jokowi gas pool,2019-04-16T17:55:24Z,0,0,ham
Mei Sel,"Simple aj ya, bahasa tubuh mana yg sama dg pak de jokowi. Ambil HP rakyat, foto selfie dia ma rakyat, balikin lagi. Belum ada presiden lain mw selfie in dia dg rakyatnya dr tangan dia sendiri. Hayo, sok cari presiden siapa?",2019-04-16T17:30:51Z,0,0,ham
Golden,Gk bisa hadir.. Tapi saya akan hadir untuk coblos 01 😣amin,2019-04-16T17:12:50Z,6,0,ham
Oppo A37,"Saya warga NU Lamongan ikut habib Lutfi,,,,, habib Lutfi dukung Jokowi warga NU pun dukung Jokowi,,,,,,",2019-04-16T16:13:59Z,3,0,ham
Nurdin Albantn,Hadir dr banten pandeglang dukung 01.maju terus,2019-04-16T15:53:29Z,1,0,ham
Haney Tomoko89,Salam 2 periode pak Joko 🙏🏻 Dari singapur,2019-04-16T15:00:46Z,4,0,ham
Hei53777832 Tse,Merinding...betapa damaii Dan smngatny saudara2 ku seindonesia...Salam  01 inshaallah menang...Rakyat mu smua mndukung mu pak,2019-04-16T14:23:58Z,2,0,ham
Abdullah,Slank nggak ada matinya,2019-04-16T13:26:35Z,0,0,ham
黃郁玟,👍👍👍👍👍👍,2019-04-16T11:17:09Z,2,0,ham
Yossie Anak’eBapak,Rasanya sanggat tidak etis kalau bapak zelalu Di fitnah Di caci Di maki bapak yg begitu zabar bapak yg begitu tuluz dan merakyat zemoga Allah beridohi jalan bapak dan bapak biza maju menjadi indonezia hebAt Amin 😘😘😘😘,2019-04-16T10:31:30Z,0,0,ham
Unlimited goodness- As you sow so shall you reap,"Choosing an intelligent president is easy but for choosing a president who is that HUMBLE, loves to people, cares to people,  honest, firm, hard work, etc.. who is he?.. He is a President Joko Widodo. He is the best Indonesian president for the FUTURE and 4EVER. Smart people definitely choose Mr. Joko Widodo.",2019-04-16T10:10:44Z,1,0,ham
Reny sama aku juga jadi baper Reny,Sikit je yg hapal sholawatan..,2019-04-16T10:07:52Z,0,0,ham
