Video_Id,Tittle,Name,Comment,Comment_Id,Time,Likes,Reply_Count
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,FLX4YOU,Aowkakwk😂,Ugx12SJh7X4WwF7u7Qd4AaABAg.9EaA1Xsuwtp9FnGC0fb67A,2020-11-08T09:12:20Z,0,
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Raden Gibran,login,Ugzb6A5StqVz719-prR4AaABAg,2020-10-09T10:36:49Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Raden Gibran,login,UgxgScplf130sRfqCrF4AaABAg,2020-10-09T10:36:44Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Raden Gibran,p,UgyTFek_jVRJixCVnj14AaABAg,2020-10-09T10:36:37Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Raden Gibran,p,UgxRnVltsxYi15NPZad4AaABAg,2020-10-09T10:36:33Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Raden Gibran,p,UgzzOv3cJCfhaYZ3iQd4AaABAg,2020-10-09T10:36:26Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Raden Gibran,p,Ugz4Rs8eDe41nWSLPNd4AaABAg,2020-10-09T10:36:22Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Raden Gibran,p,UgwCBBWq7f6DAYgMgZl4AaABAg,2020-10-09T10:36:14Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,GINNN,Cepat sembuh Indonesia ku,UgxpHEQYWUZVTxkHICB4AaABAg,2020-10-09T08:04:15Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,GINNN,Ini bukti rakyatnya hanya di penuhi dengan janj,UgxRRD7nSQVWnVp6W5R4AaABAg,2020-10-09T08:04:05Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,SANSS,Lihat Indonesia sekarang makanya pilih paslon nomor 2 pak prabowo,UgwvXUQy_ibZeoIU2DF4AaABAg,2020-10-09T04:51:50Z,3,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,"Lora Elit,z Lora Elit,z",MN DUKUNG NYA PARABOWO ANKAT  TANGAN NYA 🤩😘😘😘,UgzayRx3-jJMTEPtNad4AaABAg,2020-10-06T23:30:42Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,MAURIZ464,"Itu ma'ruf amin patung bukan, ngakak ajg",UgxYby2BDKN7E-HB-6t4AaABAg,2020-10-01T03:27:37Z,3,1
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Ridwan SR,"Shhhhh, nanti didateingin kang bakso",UgxYby2BDKN7E-HB-6t4AaABAg.9EFnXy6G4sL9P22W5VnZ1U,2021-06-26T05:03:08Z,0,
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Bagaskara,Balik lagi kesini karna covid :),UgyvIF4GUtETIHj03IB4AaABAg,2020-09-10T01:58:36Z,1,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,WAHYUDI GAMA,Top,Ugx17vFlImC0wQv2C_14AaABAg,2020-08-20T12:09:00Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,rahmi jal,02 bapak prabowo dan bapak Sandi uno,UgwRQFrN5aRwspbF1Hx4AaABAg,2020-08-19T06:09:16Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Amanda Justy Fitria,Yg nonton 2020 ada kah?,UgxZjXSXUoDk2M9tf_J4AaABAg,2020-07-19T00:13:41Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Jidah Nunung,Yg nonton 2020 like hehehe,Ugy8FfdtqAbuZDJ-iCJ4AaABAg,2020-07-09T20:43:29Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,BSANTOS,Bobrok pemerintahan nya,Ugw61_PuR8oMXIPoBtt4AaABAg,2020-06-21T16:46:25Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Maria Sulistiani,Saya milih pak jokowi karna 3 0 prabowo 0,Ugy-oA7TKm5wCTc_AJB4AaABAg,2020-04-04T10:45:41Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,roki vlog and Parody,Saya PILIH pak JOKO WIDODO,Ugz0qOspoupV1v_ES9F4AaABAg,2020-01-16T02:00:06Z,2,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Rizky Amri,Yg milih Jokowi mak'ruf amin😃🙏🙏,UgzI1lt62b7gk9lafGJ4AaABAg,2019-12-31T06:30:35Z,7,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Ryo Wibowo,"Gua kasian liat prabowo,,,sama pendukungnya juga hehehe",UgzSeOLYHQ_yOaxy1BZ4AaABAg,2019-12-06T14:03:26Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Ryo Wibowo,"Prabowo mndingan ente diem lah ribet,,bahasa ente kya bocah SD muter2 nggk jelas,,,yg berbahaya tuh klo ente jd presiden bkalan maruk sama uang untuk balikin modal nyalon...kerjanya nyari ksalahan orang yg sbnernya tidak ada kesalahan",UgyQ6cAahO2Db8FNyih4AaABAg,2019-12-06T13:57:34Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,WAI Channel,"Sudah jangan pada ribut, mending ke Channelku buat Goyang Dua Jari yuk,,,
TaaRRRiiiik Boss.... Seerrrrrr.... ^__^",Ugzf5zDVNKABcAA9fCx4AaABAg,2019-11-01T21:43:01Z,3,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Ida ayu Padmini,Siapa yang pilih jokowi like,UgwbLcL5ubO8JPQGRhR4AaABAg,2019-10-26T13:19:39Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Zainul Milad,Mati nya kpk tahun 2019 tgl 22 September 2019. Merujuk ke vidio disini,UgwAt9yyP46wKvjMerB4AaABAg,2019-09-26T11:16:04Z,1,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Dendy Harmadi,sekarang kpk dilemahkan,Ugxpd3iAVMMB4g2Kmvl4AaABAg,2019-09-18T14:48:15Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Yusri Rahman,Jd korupsi sdikit boleh gitu???,UgxThxhGXFhM5mMGZVt4AaABAg,2019-06-26T20:51:00Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,francessca fussco,"KEBIJAKAN JOKOWI HANYA BISA DINIKMATI KALANGAN MENENGAH KE ATAS.

KALANGAN MISKIN BAHKAN MASIH ADA DI NEGERI INI KALANGAN MELARAT YAITU YG BELUM PERNAH MENDAPATKAN LISTRIK. PUTUS SEKOLAH..GIZI BURUK ITU TAK TERJAMAH DI PEMERINTAHAN INI. SILAHKAN DI SURVEI KE LAPANGAN SAMA2. YUK SAMA2 KE PELOSOK2 NEGRI...",Ugx4YQms9aqfLJgUw0B4AaABAg,2019-06-12T14:02:09Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Ailsya Salsabila,"Alah pak Bowo udah berulang kali kalah nyapres, masih aja ngecebres, udah ngalah aja pak, udah pasti kalah kok",Ugy_c2uY1JDGszHI5Yh4AaABAg,2019-06-11T02:37:20Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,samsudin ismail,Aku org malaysia aku ttap sokong jokowi....Hidup jokowi..,Ugziw2AA-A2vVuVx4I94AaABAg,2019-05-29T18:30:18Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,GrandPa Je,"Untungnya, Jokowi punya etiket untuk tidak membongkar korupsi selama 32 tahun di keluarga Cendana. Itu beban mada lalu Prabowo untuk berambisi jadi Presiden.",Ugxik-99OMb5EdzMHbN4AaABAg,2019-05-16T23:20:43Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Daniel Giovanni Hadiredjo,"Hotman Paris like
Lucinta Luna comment
HP Kentang diem aja",Ugygf-PvukmDc53vrAl4AaABAg,2019-05-15T17:02:11Z,1,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,BIMMO OFFICIAL,"SIAPAPUN PEMIMPIN NYA HENDAKNYA MEREKA AMANAH DAN MENJUJUNG TINGGI PERATURAN YANG SEHAT,(PASLON A *PUNYA PROGRAM UNTUK INDONESIA , DAN PASLON B * JUGA PUNYA PROGRAM UNTUK INDONESIA , JIKA MEREKA TULUS IKHLAS SAYANG DENGAN INDONESIA DAN RAKYATNYA ,KENAPA TIDAK BEKERJA SAMA MENGGABUNGKAN PROGRAM2 ITU UNTUK PERUBAHAN INDONESIA DAN MEMAKMURKAN RAKYAT ) KEGAGALAN SEORANG PEMIMPIN NEGARA ADALAH, JIKA ADA RAKYATNYA YANG MATI KELAPARAN !!! DAN TIDAK PUNYA TEMPAT UNTUK BER ISTIRAHAT MENIKMATI HANGATNYA BERKUMPUL DENGAN KELUARGANYA,TANGISAN ANAK KECIL MELIHAT TEMAN2 NYA BERANGKAT KE SEKOLAH DAN DIA TIDAK PUNYA BIAYA UNTUK SEKOLAH , DAN BANYAK KRIMINALITAS DI MANA MANA ,KARNA SESUNGGUHNYA TAK ADA MANUSIA YANG INGIN MENJADI JAHAT ,JIKA TIDAK PUNYA SATU ALASAN MENGAPA MEREKA BISA SEPERTI ITU",UgxoTv3KgaAoRWWePLJ4AaABAg,2019-04-26T19:11:42Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Hyper Gaming,"Jokowi,Sandi, Ahok jika dia bersatu Indonesia maju co. 😸",Ugxrr4e_KuK9NSh7wep4AaABAg,2019-04-24T16:27:00Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,wower,Tiap debat gue ngakak parahhh,UgzgQ65jCReDiheANiN4AaABAg,2019-04-24T16:21:39Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Lamtiur Simangunsong,KALO KORUPSI GA SEBERAPA?? 😂,UgyhdDg3RtlR2EeVpcx4AaABAg,2019-04-21T05:41:14Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Okta Chanel's VlogId,Jokowi 💪,Ugz3g_3zpVVY0iOipkV4AaABAg,2019-04-20T11:30:15Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Anang Ma'rufin,Konyol kowe Wo..,UgwX6eYERp8f25fOLOB4AaABAg,2019-04-20T09:13:00Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Kenny,Saya pilih Jokowi 01,Ugw2MEhfO6Hf1HtmW4p4AaABAg,2019-04-19T08:31:18Z,3,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Ghaida Sausan Zahra Rosyadi,"Tolong ya tolong yaampun kalo masing2 paslon sedang berbicara, tolong dihormati ya para pendukung. Jangan berisik dulu. Mencerminkan kepribadian kalian sebenernya:”)",UgxbI1pveWA1yR84M-d4AaABAg,2019-04-19T06:43:08Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Andrian Candra,jokowi jokowi jokowi yaaaahhhhhhh,Ugy_PVnJ1aN4TlQlH_N4AaABAg,2019-04-17T10:24:29Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Hamdan Maulana,Pilih prabowo,Ugx0oZ-HhyA8pL9ThLV4AaABAg,2019-04-16T03:38:21Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,kaji nuriman,"Mungkin korupsinya ga seberapa ???
Nyepelein duit negara yg dicolong dong..
Biar kata ga sberapa juga ttp itu duit negara untuk mengelola negara dan ekonomi rakyat pak..
Ada yg nyimak ga si omongan soal mungkin korupsinya ga sberapa..",Ugz5InAO3_CAqy3dWJt4AaABAg,2019-04-15T17:31:02Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Rasta Rasta,🙂🙂,UgzrwbQVvzQv_AjJDTZ4AaABAg,2019-04-15T13:55:22Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Phone On Li E,"baca komentar aja udah puyeng..😂
setiap pertandingan pasti ada yg kalah dan menang....
dan siapapun yang mau jadi presiden pasti ada saja yg tidak suka..
dan yang berkomentar gak enak...ini bagus itu bagus...siapapun pilihan kamu tidak perlu mnjelek2 kan sang vs.
banyuwangi bersamamu pak jokowi😊❤",Ugx149MeZkpvepRy9eB4AaABAg,2019-04-15T02:10:41Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,momoh agustina,Pak jokowi pintar sekali menjawab dengan cerdas. Saya pilih pak jokowi,Ugx7I1DYkihHZHc3glp4AaABAg,2019-04-14T22:59:58Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Mariyah ulfa,ealah petani2 mulu pak bowo,Ugx7ZioAJ5j7Yo5Mc454AaABAg,2019-04-14T07:00:26Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Ahmad Pono,Makin mantap makin dewasa makin matang demikrasi Indonesia...debat yg menyenangkan,Ugxv8Ay2nq2nzAWIEO14AaABAg,2019-04-14T04:57:16Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,adhi prasetyo,Saya nggk suka ama prabowo Klo Huda jadi ancur dunia klo prabowo ramalan Saya bicara nya Huda kasar,UgyJ7nF3CQhlMKvTsNF4AaABAg,2019-04-14T04:45:37Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Deta Destiana,bangga bgt sama pak jokowi.  semoga 2 periode ya pak aminn,UgwefmHcR0bYedpkQ9t4AaABAg,2019-04-14T03:00:14Z,1,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Fajar Dwi R,Keliatan mana yg realistis sama yg banyak omngnya. Keliatan mana yg optimis dan pesimis.,UgwfcXBWzbOQxIcA6MZ4AaABAg,2019-04-14T01:00:17Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,bili erianka,ges kaditu wo ngarit paraban kuda,UgyIMWjfhrhKj3POY5R4AaABAg,2019-04-13T05:12:03Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Ahmad Ubaidillah,Panggung nasional kok joget,Ugyq0muw2V1y6gUYej54AaABAg,2019-04-12T14:14:21Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Antalia Mrs,Semua inginmenyejahterakan rakyat Jokowi like Prabowo like,Ugw52gCTrxwfrTWO8Ex4AaABAg,2019-04-11T19:13:29Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Rommel Galung,"Menurut saya siapa saja yg pernah terlibat dalam hukum itu namanya udah cacat mau melamar polisi,tni,pns,gubernur atau apapun itu gak bisa krn namanya udah cacat...!!!",UgywIb01ixIo8bJ8jFh4AaABAg,2019-04-11T17:27:27Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Benputra Bideler,Jokowi nomer satu ☝👍1⃣,UgzboZ4yVnu_Oz7SgXl4AaABAg,2019-04-11T09:21:42Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Lanange Jagat Dewe,Prabowo tay,Ugy94R3_9CyUqeshkXd4AaABAg,2019-04-11T04:25:26Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Setya Novanto,kok curi ayam?,Ugx60vx4n9bxjBmjY8R4AaABAg,2019-04-11T00:02:45Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,"moiyaki c,","pusing gue utang ke bendahara kelas numpuk, utang ke temen numpuk, utang keluarga numpuk, bahkan utang negara numpuk",UgxIg88pA4UTzC8vfMl4AaABAg,2019-04-09T09:44:15Z,1,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Mahdi Hasan,Jokowi Amin,Ugxo_G4Q1H3ZWmA90kN4AaABAg,2019-04-08T06:30:13Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Linda Simatupang,Hadeh malunya lihat capres no 2 ini.😆😆😆😆,UgyNSCCMH3CY8mAAQvx4AaABAg,2019-04-08T04:44:06Z,0,0
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Fegi Fadhilah,Smoga prabowo jadi presiden amin allohuma amin😇,UgwiiSQTsGN2iz4QNuB4AaABAg,2019-04-07T17:20:12Z,1,1
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Nursalim,Naudzubillah. Amit2 jabang bayi,UgwiiSQTsGN2iz4QNuB4AaABAg.8tR6AqE90in8tXOX_0S6rx,2019-04-10T03:56:02Z,0,
